Ticker,Janela,Estratégia,Previsões Razoáveis,Data,Acao,Preco,Quantidade,Valor Total,Saldo Restante
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-03-06
Data    2023-03-06_CSNA3.SA_Janela_1
Name: 63, dtype: object",Compra,14.490559577941896,690.1044743104604,10000.0,0.0
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-03-12
Data    2023-03-12_CSNA3.SA_Janela_1
Name: 69, dtype: object",Venda,13.152206420898438,690.1044743104604,9076.39649811678,9076.39649811678
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-04-03
Data    2023-04-03_CSNA3.SA_Janela_1
Name: 91, dtype: object",Compra,12.474767684936523,727.580402886113,9076.39649811678,0.0
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-04-09
Data    2023-04-09_CSNA3.SA_Janela_1
Name: 97, dtype: object",Venda,12.036911964416504,727.580402886113,8757.821256574834,8757.821256574834
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-04-15
Data    2023-04-15_CSNA3.SA_Janela_1
Name: 103, dtype: object",Compra,11.970820426940918,731.5974130615917,8757.821256574834,0.0
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-04-16
Data    2023-04-16_CSNA3.SA_Janela_1
Name: 104, dtype: object",Venda,11.970820426940918,731.5974130615917,8757.821256574834,8757.821256574834
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-06-10
Data    2023-06-10_CSNA3.SA_Janela_1
Name: 159, dtype: object",Compra,11.21908187866211,780.6183564121752,8757.821256574834,0.0
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-07-04
Data    2023-07-04_CSNA3.SA_Janela_1
Name: 183, dtype: object",Venda,10.615903854370115,780.6183564121752,8286.969418628076,8286.969418628076
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-07-10
Data    2023-07-10_CSNA3.SA_Janela_1
Name: 189, dtype: object",Compra,10.598671913146973,781.8875314319921,8286.969418628076,0.0
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-08-09
Data    2023-08-09_CSNA3.SA_Janela_1
Name: 219, dtype: object",Venda,10.84855842590332,781.8875314319921,8482.352567225285,8482.352567225285
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-09-03
Data    2023-09-03_CSNA3.SA_Janela_1
Name: 244, dtype: object",Compra,10.607288360595703,799.6721008109671,8482.352567225285,0.0
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-09-12
Data    2023-09-12_CSNA3.SA_Janela_1
Name: 253, dtype: object",Venda,10.4694185256958,799.6721008109671,8372.10190671242,8372.10190671242
CSNA3.SA,Janela_1,Media Movel Previsao,True,"Data                      2023-09-17
Data    2023-09-17_CSNA3.SA_Janela_1
Name: 258, dtype: object",Compra,10.702073097229004,782.2878642905305,8372.10190671242,0.0
