Ticker,Saldo Final Janela_1,Retorno Janela_1 (%),Estratégia Janela_1
PETR4.SA,21037.887584409054,110.37887584409054,Buy and Hold
BEEF3.SA,6237.15003503631,-37.6284996496369,Buy and Hold
BRFS3.SA,17349.246622492225,73.49246622492225,Buy and Hold
VALE3.SA,9181.48113927515,-8.185188607248492,Buy and Hold
JBSS3.SA,12266.205417250188,22.662054172501886,Buy and Hold
SOJA3.SA,16966.375680049412,69.66375680049413,Buy and Hold
SUZB3.SA,11623.308380765655,16.23308380765655,Buy and Hold
GGBR3.SA,9036.218118481327,-9.637818815186728,Buy and Hold
CSNA3.SA,14596.89125070903,45.968912507090295,Buy and Hold
