Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
CSNA3.SA,Janela_2,17106.69164894975,71.06691648949749,Direção Previsão,True,True
SOJA3.SA,Janela_3,16731.084445256325,67.31084445256326,Direção Previsão,True,True
BRFS3.SA,Janela_1,15786.175224147171,57.861752241471706,Direção Previsão,True,True
GGBR3.SA,Janela_2,12304.667801921954,23.046678019219545,Direção Previsão,True,True
SUZB3.SA,Janela_3,11752.543798645216,17.52543798645216,Direção Previsão,True,True
JBSS3.SA,Janela_4,11515.721654006085,15.157216540060853,Direção Previsão,True,True
VALE3.SA,Janela_3,10739.944350586393,7.399443505863928,Direção Previsão,True,True
BEEF3.SA,Janela_1,10099.693678997008,0.9969367899700774,Direção Previsão,True,True
