Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
JBSS3.SA,1,5,1.032336566212413,1.7788402378215362,1.158914279222889,0.06239656264627995,0.35919081771766764,0.2288594150890411,0.4783925324344446,0.9513315166612226
