Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
SUZB3.SA,1,2.1991545831003503,12.840757347403246,2.5418572059921325,0.39600381396169787,0.6534505064188229,0.6741076398139861,0.8210405835365181,0.9650222675109724
