Days,Avg MAE,Avg MSE,Avg RMSE,Avg R²
1,0.22919856304248415,0.09484349254064281,0.2883473429689645,0.9462337647141217
2,0.23272686891685446,0.10033254294549068,0.3029372448851396,0.9399693930712848
3,0.2655248686416151,0.12659133028080646,0.33708549898759854,0.9247599057256066
4,0.2546797609185164,0.12551329493698785,0.3351598143973831,0.9260755641749749
5,0.27501971012705584,0.14323364698327481,0.3600480685265894,0.9129885423334319
6,0.2795175146275077,0.15281510445483093,0.371658106299112,0.9092517212489037
7,0.27820594630575635,0.14372706589771791,0.3636974129627598,0.908454407604235
