Days,Fold,Avg MAE,Avg MSE,Avg RMSE,Avg R²,Best Learning Rate,Number of Layers,Units Layer 0,Dropout Rate 0,Units Layer 1,Dropout Rate 1
1,1,0.3208321811929571,0.15700621014729552,0.3962400915446284,0.9372248703825894,0.00017763873682857578,4,512,0.30000000000000004,32,0.4
1,2,0.21579695900401324,0.08880508740490485,0.2698904516902728,0.9479200828018627,0.0004594014302276707,3,512,0.2,96,0.30000000000000004
1,3,0.21735842338381461,0.0853586244215395,0.2732993991607191,0.9410668490920059,0.00010094011038387341,3,192,0.4,128,0.30000000000000004
1,4,0.19930028024036722,0.07280972566027702,0.2518540687370025,0.9505854896652421,0.0008959052739116556,3,384,0.30000000000000004,128,0.30000000000000004
1,5,0.19270497139126874,0.07023781506919721,0.25045270371219963,0.9543715316289086,0.0008842140538691169,4,256,0.4,32,0.2
2,1,0.3092556820895377,0.15531621273144125,0.3941017796603325,0.9379005749087596,0.000314915315250747,2,384,0.5,64,0.5
2,2,0.21956774907529897,0.09204693467190353,0.2818707822675624,0.9400491792784119,0.0009171608278118686,4,384,0.30000000000000004,96,0.5
2,3,0.2178663732061934,0.08732764250671055,0.28094255900332493,0.9359975216507005,0.00011032547281703066,2,384,0.5,32,0.5
2,4,0.21008202991816938,0.08346894588785317,0.2777390272452688,0.9413364922354505,0.000827171867529962,3,384,0.2,32,0.4
2,5,0.20686251029507274,0.08350297892954492,0.2800320762492094,0.9445631972831018,0.0008576109973934584,4,320,0.2,128,0.1
3,1,0.36167038747551217,0.20465008946432336,0.45238268033195456,0.918175619421135,0.00029110277378664246,3,448,0.1,32,0.2
3,2,0.25606242047335803,0.12127379872796908,0.3235277516362164,0.9210277274454042,0.0008798756212309016,3,384,0.30000000000000004,64,0.2
3,3,0.2509140580562426,0.1119917959050442,0.3175717006475261,0.9185215601532555,0.00038771906571492956,3,512,0.4,32,0.5
3,4,0.2287216466989402,0.09469131119729252,0.2898930488260614,0.9325454709428954,0.00033334909790800737,2,512,0.2,32,0.2
3,5,0.2302558305040227,0.10034965610940323,0.3020523134962342,0.9335291506653431,0.0006126500009229363,3,128,0.5,64,0.1
4,1,0.3415900076263981,0.20561064578309882,0.45344310093229867,0.9177915642467608,0.00012738974661609452,4,192,0.30000000000000004,96,0.5
4,2,0.24652138325382933,0.1224400040774649,0.3258040443435127,0.9194579604411977,0.000234218378895517,2,512,0.5,128,0.1
4,3,0.2377649228738514,0.10624752990024829,0.3077949337832855,0.9235125459716244,0.0008748629468673924,2,320,0.5,128,0.30000000000000004
4,4,0.22054792819066352,0.09139873882821069,0.28495971852613966,0.9356862437683569,0.0003391940367842029,2,384,0.5,96,0.1
4,5,0.22697456264783972,0.10186955609591646,0.303797274401679,0.9339295064469353,0.0007621227080260487,4,256,0.1,96,0.4
5,1,0.3669908425450866,0.2332062411994495,0.4829143207645115,0.9053462069284581,0.00010234057543203022,4,128,0.5,96,0.5
5,2,0.2713455868921555,0.14121654614280482,0.35239278482968034,0.9023226667926356,0.0005580471016106928,2,320,0.4,96,0.1
5,3,0.2533003450702431,0.12108918394472101,0.32969986180116356,0.9101297294718282,0.0002249523345277675,3,512,0.1,64,0.30000000000000004
5,4,0.2416559106553377,0.10769017056775138,0.3122234964304945,0.9226464199394286,0.0004148100888429939,4,448,0.30000000000000004,128,0.2
5,5,0.24180586547245603,0.1129660930616474,0.32300987880709714,0.9244976885348086,0.0006685260018612994,3,512,0.1,128,0.30000000000000004
6,1,0.36291211744299817,0.24410202253565882,0.4940668199096746,0.9009238251489401,0.0009111237536476738,2,512,0.4,96,0.1
6,2,0.2668978644932273,0.14516177415816273,0.35452937008900537,0.9031853967028673,0.0009401512116463013,2,512,0.1,32,0.2
6,3,0.25416606445235557,0.12574610190661087,0.3346239430354716,0.9088430551587705,0.00027698112791083983,2,384,0.5,64,0.2
6,4,0.2508058962771464,0.1170510027378642,0.3263692608261878,0.9182207255833743,0.0004747973508287949,2,384,0.2,64,0.4
6,5,0.26280563047181105,0.132014620935858,0.34870113763522065,0.9150856036505661,0.00042273254458115875,2,320,0.2,128,0.2
7,1,0.35700406393377215,0.22528450304767142,0.4746414468287314,0.908561483500512,0.000273057042222184,2,128,0.4,96,0.30000000000000004
7,2,0.2715739186701003,0.14138503749636988,0.35720146826635224,0.8954830818169712,0.00045692679903137646,3,512,0.4,64,0.2
7,3,0.26109414069386844,0.12487915525121125,0.33916642520269275,0.902191649340363,0.0004934881896454579,2,512,0.30000000000000004,64,0.4
7,4,0.2451163075875587,0.10866203843800407,0.3156175164250623,0.9177960367880718,0.000626071409944315,2,64,0.30000000000000004,64,0.5
7,5,0.25624130064348233,0.11842459525533292,0.3318602080909604,0.918239786575257,0.0006966974093995291,2,448,0.30000000000000004,96,0.2
