Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
BEEF3.SA,4,5,0.4683458836524041,0.5468494620182444,0.38617314764293476,0.572658252187713,0.6706277824622976,0.8707189928027602
