Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BEEF3.SA,1,0.20053445831421887,0.07475818099898841,0.2643299953621176,0.9086339925756315,0.19019946009523955,0.07837121755552116,0.27994859805957445,0.9774554206732655
