Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
BRFS3.SA,4,13,0.6486564799566954,0.8588993833000382,0.8275496884643243,4.205328505125072,4.22970874712828,-2.1218828506822214
