Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
BEEF3.SA,5,7.225365946027968,54.41127837716825,7.3764000960609675,-14.65639863551882,0.19326400589765208,0.026178459,0.13545439350671407,Sim
