Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
BRFS3.SA,4,8,0.850681518849747,1.057911555707271,0.7920769527475994,14.187444469218867,14.193940417898336,-34.400499146227865
