Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
GGBR3.SA,1,0.3836157914130919,0.2773036824537972,0.45511421901008065,0.8631588769466173,0.2755298846163728,0.11704634877181508,0.3421203717579751,0.8975186351500745
