Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
PETR4.SA,1,5,0.5448308567424398,0.5593375565433755,0.6569765338470361,0.35681723131855536,1.026577847344535,1.8272448418658425,1.3517562065201856,0.9321004427720555
