Ticker,Saldo Final Janela_1,Retorno Janela_1 (%),Saldo Final Janela_2,Retorno Janela_2 (%),Saldo Final Janela_3,Retorno Janela_3 (%),Saldo Final Janela_4,Retorno Janela_4 (%)
PETR4.SA,14161.862301206022,41.61862301206022,14762.20236699408,47.62202366994081,13154.793834584603,31.54793834584603,11852.420223103876,18.52420223103876
BEEF3.SA,8857.54020881555,-11.424597911844502,8714.41221218113,-12.855877878188693,7862.678587143811,-21.373214128561894,10031.50192352757,0.31501923527570397
BRFS3.SA,16471.975617699933,64.71975617699933,21584.606112734797,115.84606112734797,11733.336830966795,17.33336830966795,16971.75786333654,69.7175786333654
VALE3.SA,8887.876026526825,-11.121239734731752,8891.081465472562,-11.089185345274382,9811.009984966202,-1.8899001503379804,9358.636786892388,-6.413632131076119
JBSS3.SA,14386.041646963542,43.860416469635425,12097.886997510173,20.978869975101734,11483.046667356712,14.830466673567116,11448.698450667474,14.486984506674744
SOJA3.SA,11293.23872774576,12.932387277457602,13032.163351317777,30.321633513177765,11439.0231946817,14.390231946817003,11660.755199795381,16.607551997953816
SUZB3.SA,10533.062429031164,5.330624290311643,10741.140370435234,7.411403704352343,9442.991238570858,-5.570087614291424,10112.322401809595,1.1232240180959525
GGBR3.SA,9603.618120140029,-3.9638187985997138,10584.709178789015,5.847091787890149,10102.529695442961,1.0252969544296138,10486.979978960802,4.869799789608023
CSNA3.SA,13030.658050004313,30.30658050004313,9208.801416437133,-7.911985835628675,12187.76298429482,21.87762984294821,11417.496882164158,14.17496882164158
