acao,dia,preco,quantidade
comprar,2023-01-03,7.502371311187744,1332.9119001465208
vender,2023-01-04,8.154328346252441,0.0
comprar,2023-01-06,8.407327651977539,1292.8009636766583
vender,2023-01-09,8.81601619720459,0.0
comprar,2023-01-10,8.232173919677734,1384.488999715071
vender,2023-01-17,7.716446876525879,0.0
comprar,2023-01-18,7.512101650238036,1422.1500606421207
vender,2023-01-24,7.92079210281372,0.0
comprar,2023-01-26,7.560755252838134,1489.8716586708326
vender,2023-01-30,7.745638847351073,0.0
comprar,2023-02-01,7.6969852447509775,1499.289323029167
vender,2023-02-12,6.723915100097656,0.0
comprar,2023-02-13,6.286033630371094,1603.7289507685748
vender,2023-03-01,6.558493137359619,0.0
comprar,2023-03-02,6.539031982421875,1608.5018923405005
vender,2023-03-05,6.996374607086182,0.0
comprar,2023-03-06,6.704453468322754,1678.5382802927365
vender,2023-04-10,6.5779547691345215,0.0
comprar,2023-04-11,6.626608371734619,1666.2141878072414
vender,2023-05-17,7.745638847351073,0.0
comprar,2023-05-19,7.969444274902344,1619.4219942952589
vender,2023-05-30,7.911060810089111,0.0
comprar,2023-06-01,8.358673095703125,1532.7009116616127
vender,2023-06-14,9.059284210205078,0.0
comprar,2023-06-15,8.961977005004883,1549.3426461849544
vender,2023-06-19,9.438780784606934,0.0
comprar,2023-06-20,9.253898620605469,1580.2967157020557
vender,2023-06-29,8.670056343078613,0.0
comprar,2023-06-30,8.670056343078613,1580.2967157020557
vender,2023-07-04,9.604203224182127,0.0
comprar,2023-07-05,9.146860122680664,1659.3115679637237
vender,2023-07-06,9.808547973632812,0.0
comprar,2023-07-08,9.808547973632812,1659.3115679637237
vender,2023-07-27,8.94251537322998,0.0
comprar,2023-07-29,8.94251537322998,1659.3115679637237
vender,2023-07-30,9.497164726257324,0.0
comprar,2023-08-01,9.487434387207031,1661.0133625150654
vender,2023-08-03,9.99343204498291,0.0
comprar,2023-08-05,9.99343204498291,1661.0133625150654
vender,2023-08-10,9.682047843933104,0.0
comprar,2023-08-11,9.682047843933104,1661.0133625150654
vender,2023-08-14,10.24642848968506,0.0
comprar,2023-08-15,10.022623062133787,1698.1038330896338
vender,2023-09-03,9.117667198181152,0.0
comprar,2023-09-04,9.127398490905762,1696.2933779535902
vender,2023-09-12,9.000899314880371,0.0
comprar,2023-09-13,9.000899314880371,1696.2933779535902
vender,2023-09-17,9.098206520080566,0.0
comprar,2023-09-19,9.205244064331056,1676.569069044925
vender,2023-10-09,10.947039604187012,0.0
comprar,2023-10-10,10.70377254486084,1714.6728334396196
vender,2023-10-19,10.499427795410156,0.0
comprar,2023-10-20,10.499427795410156,1714.6728334396194
vender,2023-10-23,10.801079750061035,0.0
comprar,2023-10-24,10.83027172088623,1710.0510953504454
vender,2023-10-30,10.382659912109377,0.0
comprar,2023-11-03,11.034616470336914,1609.0164078726423
vender,2023-11-05,12.455299377441406,0.0
comprar,2023-11-07,11.151384353637695,1797.1563375206972
vender,2023-11-09,11.822802543640137,0.0
comprar,2023-11-11,11.822802543640137,1797.1563375206972
vender,2023-11-12,11.97849464416504,0.0
comprar,2023-11-20,13.77867412567139,1562.35842196246
vender,2023-11-21,13.827327728271484,0.0
comprar,2023-11-22,13.720291137695312,1574.546903756799
vender,2023-11-24,13.661906242370604,0.0
comprar,2023-11-29,14.265209197998049,1507.9563064773824
vender,2023-11-30,14.771206855773926,0.0
comprar,2023-12-04,14.11924934387207,1577.5863142549838
vender,2023-12-07,13.467291831970217,0.0
comprar,2023-12-11,13.389446258544922,1586.7583224836812
vender,2023-12-12,13.691097259521484,0.0
comprar,2023-12-13,13.43809986114502,1616.6320197763555
vender,2023-12-17,13.515945434570312,0.0
comprar,2023-12-20,13.603521347045898,1606.224565657874
vender,2023-12-26,13.43809986114502,0.0
comprar,2023-12-28,13.43809986114502,1606.224565657874
vender_final,2023-12-31,13.43809986114502,1606.224565657874
