acao,dia,preco,quantidade
comprar,2023-01-02,18.302583694458008,546.3709477819781
vender,2023-01-03,18.572893142700195,0.0
comprar,2023-01-09,19.75004768371582,513.8058090764719
vender,2023-01-13,18.747285842895508,0.0
comprar,2023-01-15,18.633930206298828,516.9314397904501
vender,2023-01-16,18.8955192565918,0.0
comprar,2023-01-17,18.799604415893555,519.5688036201645
vender,2023-01-18,18.921680450439453,0.0
comprar,2023-01-25,19.11351203918457,514.3541832585835
vender,2023-01-27,18.686248779296875,0.0
comprar,2023-01-29,18.232824325561523,527.1454415083299
vender,2023-01-31,17.535253524780273,0.0
comprar,2023-02-05,16.67200469970703,554.4401604831139
vender,2023-02-06,16.384258270263672,0.0
comprar,2023-02-15,16.576087951660156,548.023804606561
vender,2023-02-16,16.323217391967773,0.0
comprar,2023-02-21,15.61692428588867,572.8088024765069
vender,2023-02-22,16.48017120361328,0.0
comprar,2023-03-06,17.09054946899414,552.3512950169136
vender,2023-03-07,17.317262649536133,0.0
comprar,2023-03-09,16.663286209106445,574.0291759132089
vender,2023-03-10,16.663286209106445,0.0
comprar,2023-03-19,16.56736946105957,577.3525165296558
vender,2023-03-20,16.689443588256836,0.0
comprar,2023-03-21,16.148826599121094,596.6806440094068
vender,2023-03-22,15.895955085754396,0.0
comprar,2023-04-02,15.0850248336792,628.7565862362069
vender,2023-04-03,15.2158203125,0.0
comprar,2023-04-05,14.640323638916016,653.4723871158485
vender,2023-04-06,14.640323638916016,0.0
comprar,2023-04-12,14.744958877563478,648.8351250018499
vender,2023-04-16,14.858313560485842,0.0
comprar,2023-04-24,14.69264030456543,656.1513476470868
vender,2023-04-26,14.840875625610352,0.0
comprar,2023-05-01,15.163500785827637,642.1907895509456
vender,2023-05-02,15.372774124145508,0.0
comprar,2023-05-09,15.0850248336792,654.4406828109632
vender,2023-05-10,15.0850248336792,0.0
comprar,2023-05-11,14.073542594909666,701.4761127695097
vender,2023-05-18,14.823434829711914,0.0
comprar,2023-05-23,14.082263946533203,738.395863173573
vender,2023-05-24,14.326415061950684,0.0
comprar,2023-05-25,14.300254821777344,739.746651209476
vender,2023-05-30,14.649041175842283,0.0
comprar,2023-05-31,14.308975219726564,757.3274107232771
vender,2023-06-01,14.622883796691898,0.0
comprar,2023-06-20,16.471450805664062,672.3336549836824
vender,2023-06-21,16.37553596496582,0.0
comprar,2023-06-22,15.822931289672852,695.8144319837875
vender,2023-06-23,15.822931289672852,0.0
comprar,2023-06-25,15.334794998168944,717.9635560147264
vender,2023-06-26,15.712409973144531,0.0
comprar,2023-06-27,15.049283981323244,749.5996322403237
vender,2023-06-28,16.05318260192871,0.0
comprar,2023-07-05,16.24659538269043,740.6757841407994
vender,2023-07-06,16.3479061126709,0.0
comprar,2023-07-13,17.508377075195312,691.5831277255953
vender,2023-07-14,17.508377075195312,0.0
comprar,2023-07-16,17.25970458984375,701.5472435251165
vender,2023-07-18,16.771568298339844,0.0
comprar,2023-08-04,18.30965232849121,642.6144690352576
vender,2023-08-07,17.93204116821289,0.0
comprar,2023-08-08,17.738628387451172,649.6212030791227
vender,2023-08-09,17.84914779663086,0.0
comprar,2023-08-10,17.82151985168457,650.6282832262693
vender,2023-08-11,17.82151985168457,0.0
comprar,2023-08-15,17.85835838317871,649.2861559160018
vender,2023-08-16,17.91362190246582,0.0
comprar,2023-08-17,17.69257926940918,657.3980269623588
vender,2023-08-18,17.69257926940918,0.0
comprar,2023-08-20,17.213653564453125,675.6884388334234
vender,2023-08-21,17.066293716430664,0.0
comprar,2023-08-30,16.946561813354492,680.4623548382817
vender,2023-08-31,17.04787254333496,0.0
comprar,2023-09-17,17.195234298706055,674.630847960794
vender,2023-09-18,17.1676025390625,0.0
comprar,2023-09-20,16.872879028320312,686.4148222091875
vender,2023-09-21,16.780778884887695,0.0
comprar,2023-10-12,17.471534729003906,659.2766768039144
vender,2023-10-13,17.471534729003906,0.0
comprar,2023-10-16,17.526798248291016,657.1979201007243
vender,2023-10-17,17.710996627807617,0.0
comprar,2023-10-18,17.471534729003906,666.2053635954231
vender,2023-10-19,17.68337059020996,0.0
comprar,2023-10-23,17.81231117248535,661.3828053846912
vender,2023-10-25,18.39254570007324,0.0
comprar,2023-10-26,18.30965232849121,664.3770867430219
vender,2023-10-30,18.44780540466309,0.0
comprar,2023-11-01,18.84383773803711,650.4141768750408
vender,2023-11-02,19.203033447265625,0.0
comprar,2023-11-03,19.203033447265625,650.4141768750408
vender,2023-11-05,19.635906219482425,0.0
comprar,2023-11-07,19.80168914794922,644.9688047073926
vender,2023-11-09,19.626697540283203,0.0
comprar,2023-11-10,19.626697540283203,644.9688047073926
