acao,dia,preco,quantidade
comprar,2023-01-15,76.42924499511719,130.83996840003937
vender,2023-01-17,77.33231353759766,0.0
comprar,2023-01-26,78.97274780273438,128.1221401189599
vender,2023-02-14,73.73661804199219,0.0
comprar,2023-02-16,72.93296813964844,129.533920662397
vender,2023-02-28,73.9023208618164,0.0
comprar,2023-03-03,73.98516845703125,129.38887032258648
vender,2023-03-13,71.10553741455078,0.0
comprar,2023-03-14,68.96338653564453,133.40796648659168
vender,2023-03-28,68.16749572753906,0.0
comprar,2023-03-30,67.9812240600586,133.7735104248809
vender,2023-04-10,69.73387908935547,0.0
comprar,2023-04-12,67.32080078125,138.56855077584638
vender,2023-06-01,57.52452850341797,0.0
comprar,2023-06-03,57.52452850341797,138.56855077584638
vender,2023-07-12,58.09181594848633,0.0
comprar,2023-07-13,58.09181594848633,138.56855077584638
vender,2023-07-24,60.970584869384766,0.0
comprar,2023-07-26,59.62433624267578,141.69726856027208
vender,2023-08-31,60.0886001586914,0.0
comprar,2023-09-02,60.0886001586914,141.69726856027208
vender,2023-09-13,61.16145324707032,0.0
comprar,2023-09-14,60.655555725097656,142.8790943003547
vender,2023-10-26,58.93723678588867,0.0
comprar,2023-10-27,58.93723678588867,142.87909430035467
vender,2023-10-31,61.335899353027344,0.0
comprar,2023-11-01,61.335899353027344,142.87909430035467
vender,2023-11-13,64.20557403564453,0.0
comprar,2023-11-15,64.63296508789062,141.9342939747939
vender,2023-11-19,66.3425521850586,0.0
comprar,2023-11-21,65.935302734375,142.81095125636065
vender,2023-11-30,66.26123046875,0.0
comprar,2023-12-01,66.26123046875,142.81095125636065
vender,2023-12-20,67.80281066894531,0.0
comprar,2023-12-22,67.29187774658203,143.89528444952376
vender,2023-12-26,68.18159484863281,0.0
comprar,2023-12-27,68.00540924072266,144.2680824144092
vender_final,2023-12-31,68.00540924072266,144.2680824144092
