acao,dia,preco,quantidade
comprar,2023-02-02,12.787639617919922,782.0051470629911
vender,2023-02-03,12.787639617919922,0.0
comprar,2023-02-08,12.363269805908203,808.847510164436
vender,2023-02-09,12.438713073730469,0.0
comprar,2023-02-13,11.97662353515625,840.0549678967137
vender,2023-02-14,12.372700691223145,0.0
comprar,2023-02-15,11.665419578552244,890.9879847846021
vender,2023-02-18,11.674850463867186,0.0
comprar,2023-02-21,10.750669479370115,967.5817405998483
vender,2023-03-02,11.127886772155762,0.0
comprar,2023-03-08,11.099595069885256,970.0480048513886
vender,2023-03-16,11.03358268737793,0.0
comprar,2023-03-19,10.562061309814451,1013.3537913009719
vender,2023-03-22,10.797821044921877,0.0
comprar,2023-03-26,10.712947845458984,1021.3820744305328
vender,2023-03-27,10.920416831970217,0.0
comprar,2023-03-28,10.722377777099611,1040.246690552715
vender,2023-05-10,9.579073905944824,0.0
comprar,2023-05-11,9.490741729736328,1049.928468498722
vender,2023-05-18,10.010916709899902,0.0
comprar,2023-05-19,10.010916709899902,1049.928468498722
vender,2023-08-09,10.854974746704102,0.0
comprar,2023-08-10,10.609609603881838,1074.20983777098
vender,2023-08-21,11.199999809265137,0.0
comprar,2023-08-22,10.960000038146973,1097.732658418844
vender,2023-08-27,10.899999618530272,0.0
comprar,2023-08-28,8.90999984741211,1342.9052483641638
vender_final,2023-12-31,7.469999790191651,1342.9052483641638
