Ticker,Melhor Janela,Saldo Final,Retorno (%)
BRFS3.SA,Janela_2,21584.606112734797,115.84606112734797
PETR4.SA,Janela_2,14762.20236699408,47.62202366994081
JBSS3.SA,Janela_1,14386.041646963542,43.860416469635425
SOJA3.SA,Janela_2,13032.163351317777,30.321633513177765
CSNA3.SA,Janela_1,13030.658050004313,30.30658050004313
SUZB3.SA,Janela_2,10741.140370435234,7.411403704352343
GGBR3.SA,Janela_2,10584.709178789015,5.847091787890149
BEEF3.SA,Janela_4,10031.50192352757,0.31501923527570397
VALE3.SA,Janela_3,9811.009984966202,-1.8899001503379804
