acao,dia,preco,quantidade
comprar,2023-01-05,47.2574577331543,211.60681254726754
vender,2023-01-08,47.89147186279296,0.0
comprar,2023-01-09,47.29530715942382,214.27414933414775
vender,2023-01-11,47.56026840209961,0.0
comprar,2023-01-17,47.18175506591797,215.99315327981782
vender,2023-01-29,43.7940559387207,0.0
comprar,2023-01-30,43.8697624206543,215.62041176369644
vender,2023-02-14,45.59199905395508,0.0
comprar,2023-02-15,45.194557189941406,217.51658209258355
vender,2023-02-27,45.17563629150391,0.0
comprar,2023-02-28,44.25774002075195,222.02783050779584
vender,2023-03-02,45.61092376708984,0.0
comprar,2023-03-04,45.61092376708984,222.02783050779584
vender,2023-04-10,40.2644157409668,0.0
comprar,2023-04-11,39.9332160949707,223.8692934816414
vender,2023-04-27,37.6621322631836,0.0
comprar,2023-04-28,37.6621322631836,223.8692934816414
vender,2023-05-04,39.374908447265625,0.0
comprar,2023-05-05,39.374908447265625,223.8692934816414
vender,2023-05-17,42.91401290893555,0.0
comprar,2023-05-19,42.98025131225586,223.5242805024259
vender,2023-05-25,42.91401290893555,0.0
comprar,2023-05-26,42.91401290893555,223.5242805024259
vender,2023-06-01,43.92653274536133,0.0
comprar,2023-06-03,43.92653274536133,223.5242805024259
vender,2023-06-04,44.29558944702149,0.0
comprar,2023-06-05,44.418601989746094,222.90525403888168
vender,2023-06-11,44.191497802734375,0.0
comprar,2023-06-13,44.144187927246094,223.14414437324785
vender,2023-06-14,45.74340438842773,0.0
comprar,2023-06-16,45.70555114746094,223.32895188251595
vender,2023-07-23,42.60173797607422,0.0
comprar,2023-07-24,42.80045700073242,222.29205380698198
vender,2023-07-25,43.973854064941406,0.0
comprar,2023-07-28,44.674102783203125,218.80771464714485
vender,2023-07-30,45.48790740966797,0.0
comprar,2023-08-01,45.31757354736328,219.6301409206733
vender,2023-08-02,46.97357177734375,0.0
comprar,2023-08-07,47.07766342163085,219.14452500769372
vender,2023-08-10,47.47510147094727,0.0
comprar,2023-08-14,47.352088928222656,219.71382460683574
vender,2023-08-16,47.692752838134766,0.0
comprar,2023-08-20,47.38993835449218,221.11776246068507
vender,2023-08-24,47.21961212158203,0.0
comprar,2023-08-30,47.456180572509766,220.0154932534528
vender,2023-08-31,48.35514831542969,0.0
comprar,2023-09-04,47.94824600219727,221.88260666460235
vender,2023-09-10,47.28584671020508,0.0
comprar,2023-09-25,51.440040588378906,203.96381508247484
vender,2023-09-26,51.16561508178711,0.0
comprar,2023-10-17,53.0676498413086,196.6534053105784
vender,2023-10-18,52.97301864624024,0.0
comprar,2023-10-19,51.95103454589844,200.52198377609332
vender,2023-10-20,51.95103454589844,0.0
comprar,2023-10-23,49.68941116333008,209.64878155070016
vender,2023-10-25,49.87866973876953,0.0
comprar,2023-10-26,49.13109970092773,212.8387599658258
vender,2023-10-27,49.13109970092773,0.0
comprar,2023-11-13,49.679950714111335,210.4873733929159
vender,2023-11-15,50.5316047668457,0.0
comprar,2023-11-30,48.97969818115234,217.15660070758042
vender,2023-12-02,48.97969818115234,0.0
comprar,2023-12-04,48.68635177612305,218.46501889506087
vender,2023-12-07,49.16640853881836,0.0
