Fold,Days,MAE_Mean,MAE_Std,MSE_Mean,MSE_Std,RMSE_Mean,RMSE_Std,R²_Mean,R²_Std
2,12,14.192395819958552,6.398340382494013e-14,697.2819612054845,2.843706836664006e-12,26.406097046051396,6.042877027911013e-13,0.8580910871886238,3.332468949215632e-15
3,12,9.686935692575016,9.952973928324021e-14,318.99304625602275,2.900580973397286e-12,17.860376430972075,1.4929460892486031e-13,0.9350794098985139,8.88658386457502e-15
4,12,9.219810314878787,1.2796680764988026e-13,287.0647940318039,4.77742748559553e-12,16.942986573559097,3.270262862163607e-13,0.9415773602445601,1.477394567485597e-14
5,12,11.155618726306036,6.398340382494013e-14,435.3806345538667,4.4361826651958496e-12,20.86577663433275,1.777316772915004e-14,0.9113925711536326,9.108748461189394e-15
1,13,25.15489474434575,1.9550484502065041e-13,1665.161108637916,1.0464841158923542e-11,40.806385635558506,9.242047219158019e-14,0.6611110613243826,5.9984441085881375e-15
2,13,11.700390685969241,8.531120509992017e-14,465.65124228211874,5.3461688529283314e-12,21.578953688307475,2.2394191338729047e-13,0.9052319595555218,0.0
3,13,9.805018306550918,1.0663900637490022e-14,324.78326207742356,3.0712033835971264e-12,18.021744146375614,3.9100969004130085e-14,0.9339010174967064,5.443032617052199e-15
4,13,7.010074143790787,7.464730446243016e-14,135.13368942514148,1.2796680764988026e-12,11.624701691877588,1.1552559023947524e-13,0.9724979689046022,1.766208543084285e-14
5,13,9.836345667457993,9.064315541866519e-14,325.0564619929543,5.1186723059952106e-12,18.029322283240557,5.3319503187450114e-14,0.9338454330735073,8.77550156626783e-15
1,14,26.339491686604696,4.76320895141221e-13,1812.3087783298918,2.4797123615710132e-11,42.57122007095746,9.952973928324021e-14,0.6311643457356582,8.220090074731892e-15
2,14,11.371994387253833,1.9728216179356542e-13,447.8348311688916,2.4455878795310453e-12,21.162108381938026,3.767911558579808e-13,0.9088579284689957,1.6773427044385346e-14
3,14,11.27885643709813,2.1150069597688545e-13,440.35210476750603,6.711148134527054e-12,20.984568253064115,4.4788382677458094e-13,0.9103807916709085,9.33091305780377e-15
4,14,8.564833630753386,7.997925478117516e-14,204.05764110122357,6.256155040660814e-13,14.2848745567199,2.950345843038906e-13,0.9584707587375672,7.109267091660014e-15
5,14,11.95960818511106,4.0878285777045086e-14,501.8181121752823,7.109267091660015e-12,22.40129710921406,1.8484094438316037e-13,0.8978713791950189,1.4440698779934405e-14
1,15,23.757544930501332,5.438589325119911e-13,1577.6196205454075,2.343214433411141e-11,39.71926007046717,7.180359762576615e-13,0.6789272605112716,9.997406847646895e-16
2,15,10.06777872431613,7.109267091660016e-14,334.86407210351723,1.6493499652651234e-12,18.299291573815562,2.1327801274980046e-13,0.9318493991920197,1.3440958095169715e-14
3,15,11.405814077117784,1.3507607474154029e-13,447.89577853628475,7.734882595726096e-12,21.163548344648753,3.803457894038108e-13,0.9088454792735442,8.220090074731892e-15
4,15,8.548499569779594,1.2618949087696525e-13,229.07936361237475,2.1896542642312847e-12,15.135367970828279,1.0308437282907021e-13,0.9533784424578118,9.997406847646896e-15
5,15,11.114199036913353,1.439626586061153e-13,432.20901173827957,7.109267091660015e-12,20.789637123775865,3.9456432358713084e-13,0.9120380727040782,1.033065374256846e-14
1,16,18.761664920955187,2.772614165747406e-13,1092.2813744269843,1.6152254832251552e-11,33.04968039825776,6.327247711577413e-13,0.7777020556382669,9.997406847646896e-15
2,16,12.388910617993153,2.417150811164405e-13,523.9364831723724,7.166141228393295e-12,22.88965886972482,3.6257262167466077e-13,0.8933699100977923,1.6329097851156598e-14
3,16,13.29620367919395,1.6706777665401036e-13,635.5966058674175,4.208686118262729e-12,25.211041348334216,4.2655602549960086e-14,0.8706451537506623,1.2774464305326589e-14
4,16,7.988737406020032,7.820193800826017e-14,190.31007046313155,2.4455878795310453e-12,13.79529160486039,1.1197095669364524e-13,0.9612686162857428,1.766208543084285e-14
5,16,12.046286365640858,1.937275282477354e-13,495.6465459979009,6.369903314127374e-12,22.263120760529088,1.6351314310818034e-13,0.8991273740114033,8.664419267960644e-15
1,17,29.961850318743917,1.2085754055822026e-13,2304.6375485643266,3.457947513383431e-11,48.006640671518845,5.616321002411411e-13,0.5309664853861601,8.886583864575018e-16
2,17,13.169018375693335,9.064315541866519e-14,570.5365171918958,4.322434391729289e-12,23.88590624598313,3.412448203996807e-13,0.8838859724208015,9.664159952725333e-15
3,17,10.454022446667405,9.41977889644952e-14,374.94136485563564,8.303623963058897e-12,19.363402718934395,2.4882434820810053e-14,0.923692942524351,1.6551262447770974e-14
4,17,8.28422323107462,1.2796680764988026e-13,200.09348533838093,3.128077520330407e-13,14.145440443421366,1.6884509342692536e-13,0.9592775123862433,1.0108489145954084e-14
5,17,10.78449162242222,7.109267091660016e-14,404.3229997443728,7.393637775326415e-12,20.10778455584734,3.661272552204908e-13,0.9177132303420716,9.108748461189394e-15
1,18,27.094150228067807,4.0167359067879087e-13,1950.964660556604,2.7527082178907576e-11,44.16972561106309,5.189764976911811e-13,0.6029447255400339,9.441995356110958e-15
2,18,14.217694699635514,2.7192946625599555e-13,728.2856278780256,9.896099791590741e-12,26.98676764412562,2.2038727984146046e-13,0.8517812322243649,1.666234474607816e-14
3,18,10.435718722786296,3.1991701912470065e-14,372.63996040372524,3.0712033835971264e-12,19.30388459361808,2.879253172122306e-13,0.9241613181645109,1.3440958095169715e-14
4,18,10.324869740858961,1.2618949087696525e-13,345.726496192201,5.687413673328012e-14,18.593721956407787,1.7062241019984035e-13,0.9296386389723156,1.0219571444261271e-14
5,18,9.883653684002278,1.6884509342692536e-13,301.8576525334701,2.1043430591313644e-12,17.374051126132606,3.2347165267053067e-13,0.9385667276827686,4.443291932287509e-16
1,19,19.957792637415118,1.2796680764988026e-13,1205.1790738962968,1.6152254832251552e-11,34.715689160612904,5.545228331494812e-13,0.7547251984435939,1.710667393930691e-14
2,19,18.303766769672826,2.879253172122306e-13,999.4193891215967,1.1147330799722903e-11,31.613595004706387,3.9100969004130085e-14,0.7966008051287666,1.0108489145954084e-14
3,19,12.307341633296172,1.1730290701239024e-13,527.396092688128,9.32735842425794e-12,22.96510598033738,4.976486964162011e-14,0.8926657933256289,9.997406847646896e-15
4,19,12.544400239866189,2.0261411211231042e-13,538.5285412792763,6.256155040660813e-12,23.20621772886043,2.8081605012057056e-13,0.8904001206495381,1.5884768657927846e-14
5,19,12.7628539087448,1.475172921519453e-13,582.746197480692,5.687413673328012e-12,24.14013665000038,5.722960008786312e-13,0.8814010032784573,1.710667393930691e-14
