Fold,Days,MAE_Mean,MAE_Std,MSE_Mean,MSE_Std,RMSE_Mean,RMSE_Std,R²_Mean,R²_Std
4,10,0.14216740575365397,2.7770526101827865e-17,0.03252690741624041,2.01336314238252e-16,0.18035217607847281,2.582658927469991e-15,0.9680852599093634,1.2663359902433506e-14
5,10,0.11818022645841501,1.7356578813642415e-15,0.022595625661880704,2.3604947186553683e-16,0.15031841424749232,1.1108210440731145e-15,0.977829631264676,1.832854722720639e-14
1,11,0.29488001470288616,3.221381027812032e-15,0.14084716247277806,1.7217726183133275e-15,0.3752960997303037,6.664926264438687e-15,0.8618036270750621,2.0105860897723372e-14
2,11,0.228047076287901,4.609907332903425e-15,0.08342534918082653,7.359189416984384e-16,0.2888344667466584,3.998955758663212e-15,0.9181449077094314,4.110037863070524e-15
3,11,0.17043897127822857,1.3607557789895652e-15,0.0467626117075675,8.955994667839485e-16,0.21624664554061304,1.7773136705169834e-15,0.9541174764790542,1.1108210440731145e-14
4,11,0.23849177155222645,1.1108210440731145e-15,0.08790170845901038,6.942631525456965e-17,0.2964822228380825,3.8878736542559005e-16,0.9137526325558477,8.886568352584916e-15
5,11,0.12560296007326777,1.0830505179712866e-15,0.025125911477128112,3.054757871201065e-16,0.1585115499802085,1.805084196618811e-15,0.9753469667764797,1.2330113589211571e-14
1,12,0.35649968553795625,5.054235750532671e-15,0.19843078637648717,2.0827894576370896e-15,0.4454557064136536,1.0552799918694588e-15,0.8053037488921923,1.2330113589211571e-14
2,12,0.19201304427517496,1.7773136705169834e-15,0.0591053515960126,8.331157830548358e-16,0.2431159221359485,1.9161663010261227e-15,0.9420081580676755,8.44223993495567e-15
3,12,0.1536193912842815,8.608863091566638e-16,0.037843401275947104,2.638199979673647e-16,0.19453380496959163,1.5829199878041882e-15,0.9628688217347298,2.3549406134350028e-14
4,12,0.15576533044500926,1.610690513906016e-15,0.03869768431053499,4.02672628476504e-16,0.19671726998546682,2.610429453571819e-15,0.962031343022549,3.665709445441278e-15
5,12,0.11843982964465381,4.720989437310737e-16,0.0228998553488805,3.3671762898466286e-16,0.1513269815627092,2.4993473491645075e-15,0.9775311281723273,6.998172577660621e-15
1,13,0.27196250562390667,4.554366280699769e-15,0.11853068939815962,2.429921033909938e-15,0.34428286248107043,3.3324631322193434e-15,0.8837000880595594,5.554105220365572e-15
2,13,0.24787226559913075,3.749021023746761e-15,0.09779482111560729,1.1524768332258563e-15,0.31272163518952023,1.4996084094987045e-15,0.9040475698940134,1.2441195693618882e-14
3,13,0.17371375440139677,6.10951574240213e-16,0.04840967717779861,3.401889447473913e-16,0.22002199248665716,6.664926264438687e-16,0.9525023289892415,9.108732561399538e-15
4,13,0.12545099453469263,1.416296831193221e-15,0.025607118127777204,2.9853315559464953e-16,0.160022242603262,1.5829199878041882e-15,0.9748743288018656,1.5440412512616293e-14
5,13,0.11780173221625084,4.998694698329015e-16,0.022266281763656907,4.790415752565307e-16,0.14921890551688446,1.1108210440731145e-15,0.9781519312211345,2.454914507401583e-14
1,14,0.2943153294090049,5.387482063754606e-15,0.13879205039405898,5.554105220365573e-17,0.3725480511210052,1.6662315661096717e-15,0.8638147878330147,5.887351533587507e-15
2,14,0.20848477592509326,4.554366280699769e-15,0.06985579656147053,7.081484155966105e-16,0.2643024717278869,6.10951574240213e-16,0.9314562609018148,1.4329591468543176e-14
3,14,0.28641657834417467,6.331679951216753e-15,0.12099932642845472,2.01336314238252e-15,0.3478495744261515,6.6093852122350315e-15,0.8812710363106557,1.2330113589211571e-14
4,14,0.15129502879533874,3.804562075950417e-15,0.036614810273385805,5.831810481383851e-16,0.19134996805169777,1.2774442006840816e-15,0.9640722086365782,9.88630729225072e-15
5,14,0.12620495620661837,1.7773136705169834e-15,0.02561284782530931,5.415252589856433e-16,0.16004014441792186,4.720989437310737e-16,0.9748682216666347,1.6217987243467472e-14
1,15,0.2879973451082622,1.4996084094987045e-15,0.13463553802039424,1.1663620962767703e-15,0.36692715628635914,3.610168393237622e-15,0.867890638537627,1.7217726183133274e-14
2,15,0.24513329243121035,3.1658399756083764e-15,0.0942196359325311,8.747715722075777e-16,0.3069521720602921,7.775747308511801e-15,0.9075464699026256,1.1108210440731145e-15
3,15,0.15637130655179882,9.99738939665803e-16,0.03916147749496939,2.2910684034007988e-16,0.1978925908036213,2.4160357708590242e-15,0.9615725846242835,1.299660621565544e-14
4,15,0.12992891556993363,4.720989437310737e-16,0.0273082483143387,1.9786499847552353e-16,0.165252075068178,9.719684135639751e-16,0.9732036330559346,1.688447986991134e-14
5,15,0.12404175543810762,2.429921033909938e-15,0.025183996518765298,1.214960516954969e-16,0.15869466443067765,1.0830505179712866e-15,0.97528806392034,1.977261458450144e-14
1,16,0.21496140713070636,1.860625248822467e-15,0.07338344286422428,1.1663620962767703e-15,0.2708937852078269,3.2769220800156877e-15,0.9279920943034461,5.33194101155095e-15
2,16,0.2757143920409795,1.832854722720639e-15,0.11729016499243893,7.359189416984384e-16,0.34247651743212837,1.6662315661096718e-16,0.8849069718074083,1.1441456753953079e-14
3,16,0.1439835139829966,1.9439368271279503e-15,0.03329607634280451,3.7490210237467614e-16,0.18247212483775313,5.276399959347294e-16,0.9673280422630097,1.6551233556689408e-14
4,16,0.12371428995779182,1.8745105118733806e-15,0.024737450134363608,2.7770526101827865e-17,0.15728143607674647,1.9439368271279503e-15,0.9757257758640315,8.664404143770293e-15
5,16,0.11240825714669772,5.276399959347294e-16,0.020303827248932402,9.372552559366903e-17,0.1424914988654846,1.4718378833968767e-15,0.980077136249941,9.21981466580685e-15
1,17,0.25191356188771025,3.998955758663212e-15,0.10111362107738425,4.304431545783319e-16,0.3179836805205329,2.221642088146229e-16,0.900783586869505,1.1441456753953079e-14
2,17,0.2015879870230979,1.1663620962767703e-15,0.0657368340311737,1.2774442006840816e-15,0.2563919539127032,4.165578915274179e-15,0.9354966176577565,1.6217987243467472e-14
3,17,0.17793517656808772,5.554105220365572e-16,0.05021199541067778,3.1241841864556344e-16,0.2240803324941255,5.304170485449122e-15,0.9507301515457842,1.5440412512616293e-14
4,17,0.1565331688994868,9.441978874621473e-16,0.038564293842043906,5.206973644092724e-16,0.19637793624041372,2.1105599837389176e-15,0.9621600354119734,1.2219031484804259e-14
5,17,0.12648010895506304,1.221903148480426e-15,0.025801352648424494,1.2843868322095387e-16,0.1606279945975313,4.443284176292458e-16,0.9746832543172429,1.0997128336323834e-14
1,18,0.24887103952299017,2.554888401368163e-15,0.10001345704322162,2.3188389295026266e-15,0.31624904275463284,1.4996084094987045e-15,0.9018650298428936,2.0994517732981862e-14
2,18,0.210033295613957,2.610429453571819e-15,0.0694166525747407,1.23578841153134e-15,0.2634704017052782,5.609646272569228e-15,0.9318868476915623,1.1774703067175014e-14
3,18,0.2086963168514814,1.388526305091393e-15,0.06813846604337291,6.387221003420408e-16,0.26103345770872544,3.721250497644934e-15,0.9331410236207734,6.998172577660621e-15
4,18,0.12834965399956674,1.8883957749242946e-15,0.0259582499114512,3.3324631322193436e-16,0.1611156414239512,1.4996084094987045e-15,0.9745291879146243,1.06638820231019e-14
5,18,0.14401276735238028,4.998694698329015e-16,0.032769930740627715,2.0827894576370897e-17,0.1810246688731338,1.416296831193221e-15,0.9678461869028964,1.4218509364135867e-14
1,19,0.3171606879958038,4.054496810866868e-15,0.156683154481675,2.693741031877303e-15,0.3958322302209297,1.999477879331606e-15,0.846259711325125,6.88709047325331e-15
2,19,0.1802707537126489,8.331157830548358e-16,0.051810302067017304,4.5821368068015975e-16,0.22761876475154094,4.693218911208909e-15,0.9491628143299254,1.8772875644835637e-14
3,19,0.13936622407130964,2.7770526101827865e-17,0.031250179118255,4.3738578610378883e-16,0.17677720191884208,1.5273789356005324e-15,0.9693367723985327,1.4218509364135867e-14
4,19,0.1481918267207972,3.665709445441278e-15,0.03482857938500389,4.859842067819876e-16,0.18662416613344562,2.221642088146229e-15,0.9658255818008032,2.554888401368163e-15
5,19,0.11551870493893983,1.0969357810222006e-15,0.0214433138202047,1.00668157119126e-16,0.14643535713824282,1.1941326223785981e-15,0.9789590350135318,5.554105220365572e-16
