Fold,Days,MAE_Mean,MAE_Std,MSE_Mean,MSE_Std,RMSE_Mean,RMSE_Std,R²_Mean,R²_Std
1,1,0.10103888398614423,1.013624791223404e-15,0.0155669449453259,2.1175038446790289e-16,0.12476756367472258,5.415255733933255e-16,0.9846877701955954,3.4435472359370435e-15
2,1,0.1157416208037014,1.2219038579131445e-15,0.02352864957897321,1.388527111264937e-16,0.1533905133278237,1.9717084979962106e-15,0.9768563373870037,2.354941980705333e-14
3,1,0.0935129944620461,4.026728622668317e-16,0.014122702311405,3.4539611892715307e-16,0.1188389763983395,1.8883968713203144e-15,0.9861083807520002,2.4771323664966475e-14
4,1,0.13174445978526414,2.0550201246721068e-15,0.02825511665823989,1.7703720668627947e-16,0.1680925835908294,2.2771844624744966e-15,0.9722072095595311,9.441984356601571e-15
5,1,0.0825754547941273,1.4857240090534826e-15,0.011291828483072199,9.546123889946442e-17,0.106263015593725,5.831813867312736e-16,0.9888929341439767,1.5995832321772076e-14
1,2,0.13401370546941102,2.0827906668974053e-15,0.029852412059742994,1.9092247779892883e-16,0.1727785057805023,6.109519289565722e-16,0.9706360474939114,4.776533262751383e-15
2,2,0.19426503905962247,4.332204587146604e-15,0.06341814211874051,1.1108216890119496e-15,0.2518295894424254,2.2216433780238992e-15,0.9376195405548526,1.521825713946371e-14
3,2,0.12301361406671595,1.652347262405275e-15,0.024543181074449798,3.575457311507213e-16,0.15666263458288257,1.5829209068420282e-15,0.9758584074070685,1.1663627734625471e-14
4,2,0.1263921515181146,2.554889884727484e-15,0.02566724716852191,2.8811937558747443e-16,0.16021000957656148,1.6384619912926257e-15,0.9747527329875632,7.886833991984842e-15
5,2,0.09948250856892812,1.3885271112649371e-15,0.016054285781799203,1.5273798223914306e-16,0.12670550809573863,4.443286756047798e-16,0.9842084028530812,2.1438858597930627e-14
1,3,0.21660548833937476,1.0275100623360534e-15,0.07347053456583032,6.38722471181871e-16,0.2710544863414555,0.0,0.9277316313227237,1.8661804375400754e-14
2,3,0.28681362189095594,1.1108216890119496e-16,0.12081014196208745,1.8606263290950155e-15,0.34757753374187955,2.7770542225298742e-15,0.8811666189062142,1.521825713946371e-14
3,3,0.11542488865811246,7.914604534210141e-16,0.021491110899953002,6.59550377850845e-17,0.1465984682728745,8.608868089842609e-16,0.9788605400876338,1.6440160997376854e-14
4,3,0.12678160492716156,1.1941333156878458e-15,0.0258680063358863,1.631519355736301e-16,0.1608353392009554,1.6106914490673269e-15,0.9745552615098794,1.0330641707811132e-14
5,3,0.127476182220311,1.805085244644418e-15,0.026057807201274104,2.8464805780931207e-16,0.16142430796281612,1.4718387379408331e-15,0.974368567513483,1.077497038341591e-14
1,4,0.265247906076497,8.331162667589622e-16,0.11026665091160702,1.3191007557016901e-15,0.33206422708808464,6.4427657962693075e-15,0.8915375913320074,1.2219038579131445e-14
2,4,0.1963300414640328,1.7495441601938206e-15,0.06146232500326251,2.63820151140338e-16,0.24791596359101703,3.0825301870081602e-15,0.9395433545637195,1.2663367254736226e-14
3,4,0.13428219793171725,2.7770542225298742e-15,0.0287698456035434,5.588821622841371e-16,0.16961676097468487,3.1658418136840564e-15,0.9717009019802988,8.220080498688427e-15
4,4,0.12424877363032304,1.3607565690396382e-15,0.02485209950550789,6.942635556324685e-18,0.15764548679079873,1.4718387379408331e-15,0.9755545421137978,2.42159128204605e-14
5,4,0.12051416599544983,1.5829209068420282e-15,0.023861764596320393,3.020046467001238e-16,0.15447253670578617,1.6106914490673269e-15,0.9765286761230247,1.9439379557709118e-14
1,5,0.21559370052197876,4.693221636075487e-15,0.07771600136400002,5.27640302280676e-16,0.2787758981045529,1.9994790402215095e-15,0.9235556286452377,8.220080498688427e-15
2,5,0.1580879475251722,1.1108210440731146e-16,0.040783144629358795,2.5687736644190775e-16,0.20194837119758816,4.3599725979869745e-15,0.9599805513893216,0.0
3,5,0.14579042192424205,1.0552799918694588e-15,0.0346372958318159,8.331157830548358e-16,0.18611097719322184,2.3049536664517126e-15,0.9660113128160378,9.553060979028785e-15
4,5,0.12928976078464596,1.1108210440731145e-15,0.027184285088737395,4.200292072901464e-16,0.1648765753184406,3.054757871201065e-16,0.9733247598908973,1.4996084094987045e-14
5,5,0.1303367062970049,9.441978874621473e-16,0.027712129787918396,2.4299210339099378e-17,0.1664696061986044,8.331157830548358e-16,0.9728067990658004,1.45517556773578e-14
1,6,0.28626263796064133,3.832332602052245e-15,0.13129154785963812,2.221642088146229e-15,0.3623417556115195,5.109776802736326e-15,0.8711669874022315,3.443545236626655e-15
2,6,0.1528707138303791,3.8878736542559005e-16,0.03711977063107551,5.554105220365573e-17,0.19266491800811986,8.331157830548359e-17,0.9635753261729127,1.377418094650662e-14
3,6,0.1757302569111145,1.6662315661096718e-16,0.0505752527262181,6.248368372911269e-16,0.22488942333115203,2.638199979673647e-15,0.9503718050498015,1.6995561974318653e-14
4,6,0.25837322482508407,3.943414706459557e-15,0.09891848682197633,2.221642088146229e-16,0.3145130948338658,2.777052610182786e-16,0.9029375582243441,8.553322039362981e-15
5,6,0.18512201463188113,6.10951574240213e-16,0.052562378172791996,5.415252589856433e-16,0.22926486467139276,1.1108210440731146e-16,0.9484238709752938,7.109254682067933e-15
1,7,0.3464126658773267,2.4993473491645075e-15,0.18186193869436082,8.05345256953008e-16,0.4264527391099285,4.443284176292458e-15,0.8215504180642471,8.886568352584917e-16
2,7,0.16896098909901588,1.6940020922114995e-15,0.0457379486215523,1.388526305091393e-16,0.21386432292823485,2.1661010359425733e-15,0.9551202534281509,9.664143083436097e-15
3,7,0.19306553988461853,1.6940020922114995e-15,0.060566891819250124,7.359189416984384e-16,0.24610341691908738,2.888134714590098e-15,0.9405695444696428,1.6551233556689408e-14
4,7,0.1432794503169886,3.554627341033967e-15,0.0332345116214956,8.539436776312068e-16,0.18230335054928531,2.693741031877303e-15,0.9673890803333793,1.3440934633284685e-14
5,7,0.16213567623922726,6.10951574240213e-16,0.04180739067596289,1.5273789356005324e-16,0.20446855669261937,3.0547578712010647e-15,0.9589770575508877,7.331418890882556e-15
1,8,0.25299095619866874,3.8878736542559006e-15,0.10200756553905192,1.3607557789895652e-15,0.31938623254462917,6.88709047325331e-15,0.8999064468825254,1.0330635709879965e-14
2,8,0.19429559291884765,8.608863091566638e-16,0.060870819100201305,6.317794688165839e-16,0.24672012301432034,5.082006276634499e-15,0.9402724776898257,8.775486248177605e-15
3,8,0.1563907444669561,2.3604947186553682e-15,0.0392171778629256,2.221642088146229e-16,0.19803327463566736,3.026987345099237e-15,0.9615194122462452,5.776269429180196e-15
4,8,0.13535603640282237,2.1938715620444013e-15,0.029535138849741006,3.644881550864907e-16,0.171857903076178,2.4993473491645074e-16,0.9710195988572855,1.7328808287540586e-14
5,8,0.11744009229415713,1.985592616280692e-15,0.022194076301868003,3.714307866119477e-16,0.14897676430191392,3.471315762728483e-15,0.9782227803485033,1.3218770424470063e-14
1,9,0.4211957683091016,7.2758778386789e-15,0.24871392577588228,4.193349441376007e-15,0.49871226752094455,1.221903148480426e-15,0.7559575097211824,1.5662576721430914e-14
2,9,0.17102727053368175,4.165578915274179e-16,0.045729781178694716,1.0622226233949158e-15,0.21384522715902443,1.8883957749242946e-15,0.9551299988441269,1.45517556773578e-14
3,9,0.1518054960618363,0.0,0.03711478077653531,5.692957850874711e-16,0.19265196800587156,1.5551494617023602e-15,0.9635823208973451,8.220075726141048e-15
4,9,0.1354905283489576,1.805084196618811e-15,0.02911196725304849,4.859842067819876e-16,0.17062229412667204,9.164273613603195e-16,0.9714348228990503,1.4996084094987045e-14
5,9,0.1394912182835639,1.8883957749242946e-15,0.030833847849994392,2.4993473491645074e-16,0.17559569428090885,3.054757871201065e-16,0.9697452819113201,8.331157830548358e-15
1,10,0.20777367903932165,1.221903148480426e-15,0.06581972482453569,8.331157830548359e-17,0.25655355157264104,2.832593662386442e-15,0.9354165234478677,1.0441717814287277e-14
2,10,0.2406280138264174,1.832854722720639e-15,0.09180121755615869,7.498042047493523e-16,0.3029871574112652,4.221119967477835e-15,0.9099213203118098,1.1108210440731146e-16
3,10,0.14102281307635195,1.999477879331606e-15,0.03196536185061781,4.3738578610378883e-16,0.1787885954154175,3.6101683932376223e-16,0.9686362370424626,2.3327241925535406e-15
