Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BRFS3.SA,1,0.6054090246077507,1.0674831889889993,0.8650948311899096,0.8556011461867803,0.5678025199334148,0.4177601925742611,0.6463437108646305,0.9246328246816228
