Ticker,Estrategia_Retorno (%),BuyHold_Retorno (%),Diferenca_Retorno (%),Estrategia_Sharpe,BuyHold_Sharpe,Diferenca_Sharpe,Estrategia_Saldo,BuyHold_Saldo,Melhor
SOJA3.SA,50.365161691564516,61.57387846826283,-11.208716776698317,1.5386419307755503,1.2438336014033846,0.2948083293721657,15036.516169156452,16157.387846826283,Buy & Hold
BRFS3.SA,80.0974127682617,59.67818084523076,20.419231923030942,1.1314114447467276,0.9080639160213516,0.223347528725376,18009.74127682617,15967.818084523076,Estratégia
JBSS3.SA,15.219505003436462,18.346277907696003,-3.126772904259541,1.103807671505444,0.5800951051803407,0.5237125663251032,11521.950500343646,11834.6277907696,Buy & Hold
CSNA3.SA,29.36849849819273,32.36826241435754,-2.9997639161648095,0.7195150030850818,0.7671593737854403,-0.04764437070035854,12936.849849819273,13236.826241435754,Buy & Hold
SUZB3.SA,12.64687772272524,13.884770595526552,-1.2378928728013125,0.5791666066201219,0.5438435096815983,0.035323096938523535,11264.687772272524,11388.477059552655,Buy & Hold
GGBR3.SA,0.0,-3.7532412289623425,3.7532412289623425,0.0,-0.020802752872812035,0.020802752872812035,10000.0,9624.675877103766,Estratégia
VALE3.SA,-2.797209011561299,-9.357198586513514,6.559989574952215,-0.015317493444333238,-0.2025276767812782,0.18721018333694495,9720.27909884387,9064.280141348649,Estratégia
