num_lstm_layers,units_lstm_0,dropout_lstm_0,num_dense_layers,learning_rate,units_lstm_1,dropout_lstm_1,units_dense_0,dropout_dense_0,units_dense_1,dropout_dense_1,units_lstm_2,dropout_lstm_2
3,96,0.1,1,0.001,128,0.2,32,0.1,32,0.2,96,0.2
