Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Sem transações,0,0.0,-2.1157908,-2.1157908,-2.1157907999999996,PETR4.SA,Janela_1
True,Sem transações,0,0.0,-1.4003736,-1.4003736,-1.4003736,PETR4.SA,Janela_2
True,Sem transações,0,0.0,-1.6260926,-1.6260915,-1.6260925331491711,PETR4.SA,Janela_3
True,Sem transações,0,0.0,5.438995,5.4389977,5.438997537396123,PETR4.SA,Janela_4
True,Previsões Originais,8,-6.62629166204837,8.5482235,10.40535,9.20497198901099,BEEF3.SA,Janela_1
True,Previsões Originais,2,0.29325484491360837,6.563522,8.420965,7.248233129752066,BEEF3.SA,Janela_2
True,Sem transações,0,0.0,3.0368953,3.4061878,3.152471579558011,BEEF3.SA,Janela_3
True,Previsões Originais,8,-39.57119741971161,10.099081,13.534301,11.375040696675901,BEEF3.SA,Janela_4
True,Sem transações,0,0.0,-7.192704,0.6188585,-4.302496165167582,BRFS3.SA,Janela_1
True,Sem transações,0,0.0,-1.8986564,8.62278,1.7551409585090907,BRFS3.SA,Janela_2
True,Sem transações,0,0.0,-2.3065362,6.554219,0.8059647677734806,BRFS3.SA,Janela_3
True,Sem transações,0,0.0,1.649937,10.801117,4.831364626592798,BRFS3.SA,Janela_4
True,Previsões Originais,36,-4.355161873483667,54.971943,82.543045,64.63653861538461,VALE3.SA,Janela_1
True,Previsões Originais,82,-20.76275664116497,53.222702,78.836975,62.383184388429754,VALE3.SA,Janela_2
True,Previsões Originais,6,-6.180294321208966,56.434235,83.961044,66.66619093922651,VALE3.SA,Janela_3
True,Previsões Originais,38,-5.2889444194556745,54.902046,81.56086,64.46542173407202,VALE3.SA,Janela_4
True,Previsões Originais,8,17.47855157194792,17.741096,22.312986,19.395048972527473,JBSS3.SA,Janela_1
True,Sem transações,0,0.0,7.2818375,10.518535,8.425832068044077,JBSS3.SA,Janela_2
True,Previsões Originais,26,9.567712568266415,15.581324,21.752232,17.833689200276243,JBSS3.SA,Janela_3
True,Previsões Originais,2,19.054348125172073,33.642605,41.02175,36.37146072576177,JBSS3.SA,Janela_4
True,Sem transações,0,0.0,7.13893,12.601127,8.606217951648352,SOJA3.SA,Janela_1
True,Sem transações,0,0.0,7.0407495,9.362286,7.776166593663912,SOJA3.SA,Janela_2
True,Sem transações,0,0.0,6.2452884,8.808833,7.083019709668509,SOJA3.SA,Janela_3
True,Sem transações,0,0.0,7.975282,10.551638,8.878880049861495,SOJA3.SA,Janela_4
True,Previsões Originais,84,13.764694378364675,37.345585,54.06233,45.497665324175834,SUZB3.SA,Janela_1
True,Previsões Originais,2,14.204548900596512,47.50255,65.24322,56.27152918181819,SUZB3.SA,Janela_2
True,Previsões Originais,2,13.975904586812412,48.3867,66.27746,57.23339474585635,SUZB3.SA,Janela_3
True,Previsões Originais,2,13.272913981548573,46.791965,64.976654,55.95261088919667,SUZB3.SA,Janela_4
True,Previsões Originais,110,-12.49581248405051,16.905066,24.129433,19.676570208791208,GGBR3.SA,Janela_1
True,Previsões Originais,66,-15.543306831991613,16.959015,24.108982,19.726809870523415,GGBR3.SA,Janela_2
True,Previsões Originais,36,-8.832349236436293,17.257433,24.189459,20.00599073756906,GGBR3.SA,Janela_3
True,Previsões Originais,24,-0.5949027962651599,16.236221,22.966017,18.86667982825485,GGBR3.SA,Janela_4
True,Previsões Originais,26,47.54502865825105,11.500879,16.528263,13.170806762362634,CSNA3.SA,Janela_1
True,Previsões Originais,2,47.67438364055803,41.362106,49.031456,43.974836402203856,CSNA3.SA,Janela_2
True,Previsões Originais,2,46.566335805383225,68.80107,75.065956,70.93544591160222,CSNA3.SA,Janela_3
True,Previsões Originais,2,37.47039945512028,30.239458,35.909836,32.17736785595568,CSNA3.SA,Janela_4
