Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Direção Previsão,122,-12.793308151445071,8.5482235,10.40535,9.20497198901099,BEEF3.SA,Janela_1
True,Direção Previsão,110,-16.649351419717952,6.563522,8.420965,7.248233129752066,BEEF3.SA,Janela_2
True,Direção Previsão,94,-32.55069087628459,3.0368953,3.4061878,3.152471579558011,BEEF3.SA,Janela_3
True,Direção Previsão,90,-32.76533227455797,10.099081,13.534301,11.375040696675901,BEEF3.SA,Janela_4
False,Sem transações - Previsões Problemáticas,0,0.0,-7.192704,0.6188585,-4.302496165167582,BRFS3.SA,Janela_1
False,Sem transações - Previsões Problemáticas,0,0.0,-1.8986564,8.62278,1.7551409585090907,BRFS3.SA,Janela_2
False,Sem transações - Previsões Problemáticas,0,0.0,-2.3065362,6.554219,0.8059647677734806,BRFS3.SA,Janela_3
True,Direção Previsão,84,-16.541854580828165,1.649937,10.801117,4.831364626592798,BRFS3.SA,Janela_4
True,Direção Previsão,102,-18.03933264890522,54.971943,82.543045,64.63653861538461,VALE3.SA,Janela_1
True,Direção Previsão,86,-16.820098396599022,53.222702,78.836975,62.383184388429754,VALE3.SA,Janela_2
True,Direção Previsão,82,-16.08563961826145,56.434235,83.961044,66.66619093922651,VALE3.SA,Janela_3
True,Direção Previsão,84,-16.15960484214047,54.902046,81.56086,64.46542173407202,VALE3.SA,Janela_4
True,Direção Previsão,124,13.100975077402527,17.741096,22.312986,19.395048972527473,JBSS3.SA,Janela_1
True,Direção Previsão,104,0.13061129119509132,7.2818375,10.518535,8.425832068044077,JBSS3.SA,Janela_2
True,Direção Previsão,88,-1.8597729563628855,15.581324,21.752232,17.833689200276243,JBSS3.SA,Janela_3
True,Direção Previsão,84,11.836783207351473,33.642605,41.02175,36.37146072576177,JBSS3.SA,Janela_4
True,Direção Previsão,120,32.83243644601153,7.13893,12.601127,8.606217951648352,SOJA3.SA,Janela_1
True,Direção Previsão,100,16.501382748783435,7.0407495,9.362286,7.776166593663912,SOJA3.SA,Janela_2
True,Direção Previsão,158,28.689769724273685,6.2452884,8.808833,7.083019709668509,SOJA3.SA,Janela_3
True,Direção Previsão,80,29.76117206644403,7.975282,10.551638,8.878880049861495,SOJA3.SA,Janela_4
True,Direção Previsão,112,6.4110102580995765,37.345585,54.06233,45.497665324175834,SUZB3.SA,Janela_1
True,Direção Previsão,96,8.191039639095889,47.50255,65.24322,56.27152918181819,SUZB3.SA,Janela_2
True,Direção Previsão,98,8.667064801242631,48.3867,66.27746,57.23339474585635,SUZB3.SA,Janela_3
True,Direção Previsão,90,9.732298670894416,46.791965,64.976654,55.95261088919667,SUZB3.SA,Janela_4
True,Direção Previsão,130,-19.134252119519886,16.905066,24.129433,19.676570208791208,GGBR3.SA,Janela_1
True,Direção Previsão,110,-29.118172253660084,16.959015,24.108982,19.726809870523415,GGBR3.SA,Janela_2
True,Direção Previsão,100,-21.939034018503527,17.257433,24.189459,20.00599073756906,GGBR3.SA,Janela_3
True,Direção Previsão,114,-19.645469234322597,16.236221,22.966017,18.86667982825485,GGBR3.SA,Janela_4
True,Direção Previsão,110,51.31032593146654,11.500879,16.528263,13.170806762362634,CSNA3.SA,Janela_1
True,Direção Previsão,94,26.027215219183237,41.362106,49.031456,43.974836402203856,CSNA3.SA,Janela_2
True,Direção Previsão,96,18.400487881385796,68.80107,75.065956,70.93544591160222,CSNA3.SA,Janela_3
True,Direção Previsão,74,27.245370979449106,30.239458,35.909836,32.17736785595568,CSNA3.SA,Janela_4
