Ticker,Melhor Janela,Saldo Final,Retorno (%),Estratégia Usada,Previsões Razoáveis,Tem Transações
CSNA3.SA,Janela_2,14767.438364055803,47.67438364055803,Previsões Originais,True,True
JBSS3.SA,Janela_4,11905.434812517207,19.054348125172073,Previsões Originais,True,True
SUZB3.SA,Janela_2,11420.454890059651,14.204548900596512,Previsões Originais,True,True
BEEF3.SA,Janela_2,10029.32548449136,0.29325484491360837,Previsões Originais,True,True
PETR4.SA,Janela_1,10000.0,0.0,Sem transações,True,False
BRFS3.SA,Janela_1,10000.0,0.0,Sem transações,True,False
SOJA3.SA,Janela_1,10000.0,0.0,Sem transações,True,False
GGBR3.SA,Janela_4,9940.509720373484,-0.5949027962651599,Previsões Originais,True,True
VALE3.SA,Janela_1,9564.483812651633,-4.355161873483667,Previsões Originais,True,True
