Previsões Razoáveis,Estratégia Usada,Total de Transações,Retorno (%),Min Previsto,Max Previsto,Média Previsto,Ticker,Janela
True,Media Movel Previsao,16,-22.512519472598314,8.5482235,10.40535,9.20497198901099,BEEF3.SA,Janela_1
True,Media Movel Previsao,16,-14.01309436510759,6.563522,8.420965,7.248233129752066,BEEF3.SA,Janela_2
True,Media Movel Previsao,12,-25.229144231782673,3.0368953,3.4061878,3.152471579558011,BEEF3.SA,Janela_3
True,Media Movel Previsao,12,-25.229144231782673,10.099081,13.534301,11.375040696675901,BEEF3.SA,Janela_4
False,Sem transações - Previsões Problemáticas,0,0.0,-7.192704,0.6188585,-4.302496165167582,BRFS3.SA,Janela_1
False,Sem transações - Previsões Problemáticas,0,0.0,-1.8986564,8.62278,1.7551409585090907,BRFS3.SA,Janela_2
False,Sem transações - Previsões Problemáticas,0,0.0,-2.3065362,6.554219,0.8059647677734806,BRFS3.SA,Janela_3
True,Media Movel Previsao,24,8.676825334267141,1.649937,10.801117,4.831364626592798,BRFS3.SA,Janela_4
True,Media Movel Previsao,18,-13.375598231126224,54.971943,82.543045,64.63653861538461,VALE3.SA,Janela_1
True,Media Movel Previsao,18,-6.569526669503394,53.222702,78.836975,62.383184388429754,VALE3.SA,Janela_2
True,Media Movel Previsao,18,-8.223034019503775,56.434235,83.961044,66.66619093922651,VALE3.SA,Janela_3
True,Media Movel Previsao,18,-8.223034019503775,54.902046,81.56086,64.46542173407202,VALE3.SA,Janela_4
True,Media Movel Previsao,20,9.111920776538081,17.741096,22.312986,19.395048972527473,JBSS3.SA,Janela_1
True,Media Movel Previsao,20,15.466834246429134,7.2818375,10.518535,8.425832068044077,JBSS3.SA,Janela_2
True,Media Movel Previsao,18,16.408154051323162,15.581324,21.752232,17.833689200276243,JBSS3.SA,Janela_3
True,Media Movel Previsao,16,18.76233614839866,33.642605,41.02175,36.37146072576177,JBSS3.SA,Janela_4
True,Media Movel Previsao,28,12.989494921582317,7.13893,12.601127,8.606217951648352,SOJA3.SA,Janela_1
True,Media Movel Previsao,26,15.638168933107519,7.0407495,9.362286,7.776166593663912,SOJA3.SA,Janela_2
True,Media Movel Previsao,26,14.784040765031332,6.2452884,8.808833,7.083019709668509,SOJA3.SA,Janela_3
True,Media Movel Previsao,26,20.695906449831273,7.975282,10.551638,8.878880049861495,SOJA3.SA,Janela_4
True,Media Movel Previsao,20,8.546364655086727,37.345585,54.06233,45.497665324175834,SUZB3.SA,Janela_1
True,Media Movel Previsao,20,0.09771001276381867,47.50255,65.24322,56.27152918181819,SUZB3.SA,Janela_2
True,Media Movel Previsao,18,3.7239610119399913,48.3867,66.27746,57.23339474585635,SUZB3.SA,Janela_3
True,Media Movel Previsao,18,8.875370593230764,46.791965,64.976654,55.95261088919667,SUZB3.SA,Janela_4
True,Media Movel Previsao,18,-18.731755513604313,16.905066,24.129433,19.676570208791208,GGBR3.SA,Janela_1
True,Media Movel Previsao,18,-15.66868842484957,16.959015,24.108982,19.726809870523415,GGBR3.SA,Janela_2
True,Media Movel Previsao,16,-14.468367063349305,17.257433,24.189459,20.00599073756906,GGBR3.SA,Janela_3
True,Media Movel Previsao,18,-16.032226407831875,16.236221,22.966017,18.86667982825485,GGBR3.SA,Janela_4
True,Media Movel Previsao,18,20.132924331724862,11.500879,16.528263,13.170806762362634,CSNA3.SA,Janela_1
True,Media Movel Previsao,18,20.506959637275283,41.362106,49.031456,43.974836402203856,CSNA3.SA,Janela_2
True,Media Movel Previsao,18,18.99432509078526,68.80107,75.065956,70.93544591160222,CSNA3.SA,Janela_3
True,Media Movel Previsao,18,25.222690246327637,30.239458,35.909836,32.17736785595568,CSNA3.SA,Janela_4
