Fold,Days,Actual Price,Predicted Price,MAE,MSE,RMSE,R²
1,1,4.081514835357666,4.1493435,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.053798675537109,4.0126987,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.157741069793701,3.984976,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.23396635055542,4.0889797,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.206246852874756,4.1653056,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.088449954986572,4.137545,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.178531646728516,4.019637,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.130024433135986,4.109793,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.365629196166992,4.061238,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.130024433135986,4.297224,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,4.019149303436279,4.061238,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.970644474029541,3.9503298,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.8667001724243164,3.9018507,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.7419676780700684,3.7980587,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6378304958343506,3.673711,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6725425720214844,3.5700908,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6517157554626465,3.6046093,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.7558517456054688,3.5838957,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.623945713043213,3.68754,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.7163326740264893,3.5562894,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6954941749572754,3.6481853,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6607627868652344,3.6274443,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6329758167266846,3.5928924,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6329758167266846,3.5652647,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.563511848449707,3.5652647,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5912976264953613,3.4962637,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5843505859375,3.5238528,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5912976264953613,3.5169537,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5912976264953613,3.5238528,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5982444286346436,3.5238528,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.6329758167266846,3.5307531,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5774052143096924,3.5652647,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.563511848449707,3.510057,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.2300848960876465,3.4962637,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.4732089042663574,3.166538,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.438476085662842,3.4067097,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.2648162841796875,3.3723118,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.1655850410461426,3.2007568,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.0977563858032227,3.103077,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.181668519973755,3.036467,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.174675464630127,3.1188905,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.265580654144287,3.112014,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.3844566345214844,3.2015104,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.216632127761841,3.3188689,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.2865586280822754,3.1532922,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.3424999713897705,3.2221944,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.440397262573242,3.2774074,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.3984415531158447,3.374214,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.3914482593536377,3.3326979,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.328514337539673,3.3257818,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.4683680534362793,3.2635963,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5033323764801025,3.401914,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.545288324356079,3.4365637,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.5592734813690186,3.4781778,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.4823529720306396,3.4920566,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.370469808578491,3.41577,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
1,1,3.3914482593536377,3.3050425,0.10103888398614423,0.015566944945325963,0.12476756367472262,0.9846877701955954
