Data,Preço Real,Preço Previsto
2023-01-02,11.637128829956056,11.013927
2023-01-03,12.080357551574709,10.9906645
2023-01-04,12.334979057312012,10.951522
2023-01-05,12.51415729522705,10.983859
2023-01-06,12.51415729522705,11.020678
2023-01-07,12.51415729522705,11.044913
2023-01-08,12.589600563049316,11.049957
2023-01-09,12.683903694152832,11.049957
2023-01-10,13.664666175842283,11.057132
2023-01-11,13.740109443664549,11.068221
2023-01-12,14.38137912750244,11.162881
2023-01-13,14.38137912750244,11.196317
2023-01-14,14.38137912750244,11.258452
2023-01-15,14.287073135375977,11.275324
2023-01-16,14.353087425231934,11.275324
2023-01-17,14.51340389251709,11.266492
2023-01-18,14.569986343383789,11.2702
2023-01-19,14.626569747924805,11.286959
2023-01-20,14.626569747924805,11.2964525
2023-01-21,14.626569747924805,11.303233
2023-01-22,14.10789680480957,11.304706
2023-01-23,13.890995979309082,11.304706
2023-01-24,14.023022651672363,11.256167
2023-01-25,13.909857749938965,11.222219
2023-01-26,13.664666175842283,11.2288265
2023-01-27,13.664666175842283,11.221734
2023-01-28,13.664666175842283,11.195803
2023-01-29,13.410046577453612,11.189258
2023-01-30,13.19314670562744,11.189258
2023-01-31,13.155425071716309,11.165463
2023-02-01,12.947955131530762,11.138365
2023-02-02,12.78763961791992,11.128975
2023-02-03,12.78763961791992,11.108591
2023-02-04,12.78763961791992,11.087989
2023-02-05,12.71219539642334,11.083608
2023-02-06,12.900803565979006,11.083608
2023-02-07,12.66504383087158,11.076456
2023-02-08,12.363269805908203,11.092106
2023-02-09,12.438713073730467,11.075136
2023-02-10,12.438713073730467,11.039866
2023-02-11,12.438713073730467,11.038535
2023-02-12,12.231244087219238,11.040662
2023-02-13,11.97662353515625,11.040662
2023-02-14,12.372700691223145,11.020956
2023-02-15,11.665419578552246,10.990932
2023-02-16,11.674850463867188,11.021326
2023-02-17,11.674850463867188,10.965503
2023-02-18,11.674850463867188,10.946177
2023-02-19,11.674850463867188,10.946447
2023-02-20,11.674850463867188,10.946447
2023-02-21,10.750669479370115,10.946447
2023-02-22,11.127886772155763,10.946447
2023-02-23,10.863835334777832,10.859012
2023-02-24,10.863835334777832,10.867901
2023-02-25,10.863835334777832,10.853911
2023-02-26,10.656366348266603,10.846098
2023-02-27,10.684657096862793,10.846098
2023-02-28,10.760100364685059,10.825849
2023-03-01,10.373453140258787,10.822439
2023-03-02,11.127886772155763,10.830646
2023-03-03,11.127886772155763,10.795201
2023-03-04,11.127886772155763,10.856869
2023-03-05,11.109025955200195,10.878884
2023-03-06,11.18446922302246,10.878884
2023-03-07,11.212759971618652,10.877103
2023-03-08,11.099595069885254,10.883687
2023-03-09,11.014720916748049,10.888553
2023-03-10,11.014720916748049,10.878677
2023-03-11,11.014720916748049,10.86737
2023-03-12,10.87326431274414,10.864898
2023-03-13,10.618643760681152,10.864898
2023-03-14,10.458327293395996,10.851485
2023-03-15,10.684657096862793,10.822451
2023-03-16,11.03358268737793,10.799243
2023-03-17,11.03358268737793,10.816539
2023-03-18,11.03358268737793,10.857047
2023-03-19,10.562061309814453,10.86723
2023-03-20,10.628074645996094,10.86723
2023-03-21,10.656366348266603,10.8217
2023-03-22,10.797821044921877,10.814107
2023-03-23,10.863835334777832,10.818836
2023-03-24,10.863835334777832,10.833491
2023-03-25,10.863835334777832,10.844139
2023-03-26,10.712947845458984,10.846098
2023-03-27,10.920416831970217,10.846098
2023-03-28,10.72237777709961,10.831368
2023-03-29,10.50547981262207,10.847154
2023-03-30,9.939654350280762,10.833966
2023-03-31,9.939654350280762,10.8069315
2023-04-01,9.939654350280762,10.745423
2023-04-02,9.543577194213867,10.728359
2023-04-03,9.524717330932615,10.728359
2023-04-04,9.260663986206056,10.689926
2023-04-05,9.543577194213867,10.676043
2023-04-06,9.543577194213867,10.649893
2023-04-07,9.543577194213867,10.669229
2023-04-08,9.543577194213867,10.677871
2023-04-09,9.496424674987791,10.677871
2023-04-10,9.37382984161377,10.677871
2023-04-11,9.477563858032228,10.673299
2023-04-12,8.86458683013916,10.65998
2023-04-13,8.921170234680176,10.6662855
2023-04-14,8.921170234680176,10.610202
2023-04-15,8.921170234680176,10.596771
2023-04-16,8.874017715454102,10.59852
2023-04-17,8.591104507446289,10.59852
2023-04-18,8.519094467163086,10.593965
2023-04-19,8.744830131530762,10.565226
2023-04-20,8.744830131530762,10.549505
2023-04-21,8.744830131530762,10.569033
2023-04-22,8.744830131530762,10.576038
2023-04-23,8.401318550109863,10.576038
2023-04-24,8.28354263305664,10.576038
2023-04-25,8.087249755859375,10.542953
2023-04-26,8.23447036743164,10.520922
2023-04-27,8.391504287719727,10.4983835
2023-04-28,8.391504287719727,10.506374
