Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
GGBR3.SA,4,5,0.6297927720206125,0.613652594278145,0.7560224461261205,0.42726323277760037,0.5273454988432063,0.36431665228359983,0.6035864911374341,0.667975233259372
