Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
SOJA3.SA,3,5,0.343978729876843,0.2020122790175284,0.4349430026164122,0.20061170226126562,0.4312669927902643,0.2900108378409857,0.5385265433021715,0.874188667039377
