Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BRFS3.SA,2,7,0.616687361224667,0.6991893147843242,0.8090102384628379,0.8754911953600082,7.197399917108035,52.088306990294136,7.217222941706466,-8.20491291154441
