Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
VALE3.SA,2,1.6540542292401075,4.506419575789483,2.080219073633363,0.8882899723587977,0.9816598969746407,1.4786632615339135,1.2160029858244237,0.9699028322523675
