Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
BEEF3.SA,1,20.39836371599973,416.5381853152567,20.409267143022475,-118.06421701903146,0.19338488849655736,-0.11717512,-0.6059166155432764,Sim
BEEF3.SA,2,0.6699548437575663,0.6588043410502985,0.8116676296676482,0.8114144627498774,0.19337261296419875,0.13112798,0.6781104176109856,Não
BEEF3.SA,3,0.7607530994309905,0.8859886658231951,0.9412697093942815,0.746300889020852,0.1934507059323161,0.1201997,0.6213453815059533,Não
BEEF3.SA,4,12.755436543282379,163.7093488476575,12.79489542152094,-45.966192597170135,0.19340214062646063,0.041979417,0.21705766579872793,Sim
BEEF3.SA,5,23.204494508107505,540.0070498386178,23.23805176512476,-154.38259512409354,0.19326400589765208,-0.04803945,-0.24856905463779816,Sim
PETR4.SA,1,14510520.868366202,210555215871315.12,14510520.868367031,-7825807225998.346,0.23737204372134918,-2.7098423e-07,-1.1416012870009511e-06,Sim
PETR4.SA,2,7408637.678709795,54887912254416.56,7408637.678711017,-2045896324487.222,0.23681161330890732,3.331017e-07,1.4066104736399793e-06,Sim
PETR4.SA,3,108444585.9158487,1.176022821445993e+16,108444585.91584888,-439886449854666.25,0.23616603743482228,-1.2113033e-07,-5.129032456051893e-07,Sim
PETR4.SA,4,43107089.81439966,1858221192266729.8,43107089.81439979,-69704665737539.55,0.23560998511921924,-9.123692e-08,-3.8723706974845936e-07,Sim
PETR4.SA,5,41227919.98871055,1699741386595547.8,41227919.9887109,-63895783208270.48,0.23515500029684497,-8.9303285e-08,-3.7976349494738764e-07,Sim
SOJA3.SA,1,1.5456885060111245,2.787483514919928,1.669575848807094,-0.2175444184030495,0.1318626641178967,0.07403149,0.5614287228497546,Não
SOJA3.SA,2,2.2023765075305275,5.699259907876876,2.387312276992031,-1.4965791420308117,0.13160406979950456,0.045675207,0.347065307319373,Não
SOJA3.SA,3,1.5723922450239487,2.9796205700092377,1.7261577477186834,-0.3126522618672618,0.13114848973696414,0.063508034,0.48424525421387066,Não
SOJA3.SA,4,1.0170107997355369,1.3716437040995608,1.1711719361816868,0.39315571037937314,0.13079436435257535,0.060766965,0.46459926199134144,Não
SOJA3.SA,5,1.4279897822274101,2.4649651926594363,1.5700207618561726,-0.09482245118816102,0.13046569249433707,0.06539189,0.5012190519547518,Não
GGBR4.SA,1,1.3992890997247383,2.687205970993191,1.6392699506161854,-0.14709717747001183,0.07858204796675469,0.041762155,0.5314465024763465,Não
GGBR4.SA,2,1.5565420891627793,2.952101440194403,1.718168047716638,-0.25975916655866405,0.0786109329267322,0.05248931,0.667710056970417,Não
GGBR4.SA,3,1.458202056463252,2.994709821790308,1.73052299082974,-0.27772351460858924,0.07863415778988707,0.041372344,0.5261370511319994,Não
GGBR4.SA,4,0.6040421588929403,0.5714508659183996,0.7559436922935461,0.7563053398366228,0.07866913375349488,0.046118036,0.5862278343755748,Não
GGBR4.SA,5,1.5153249820073447,2.794372871773281,1.6716377812711942,-0.19346210253237595,0.0786309603422344,0.073762454,0.9380841054396124,Não
CSNA3.SA,1,16.545462828416092,274.6230304091998,16.571753993141456,-68.84905896477734,0.1624617138604076,-0.26563188,-1.6350429773547206,Sim
CSNA3.SA,2,2.4434688675830514,6.665376038187344,2.5817389562439006,-0.6906515020261259,0.1626836042162514,0.13200387,0.8114147348935367,Não
CSNA3.SA,3,10.923732014650797,120.19341686467142,10.963275827264013,-29.403420663044916,0.1628993927126943,0.049219012,0.30214362030952807,Não
