Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
SUZB3.SA,4,5,2.3458049354972417,2.7482769543938073,0.5532936702700502,1.0312922364126613,1.2663359272077024,0.9218841772884068
