Data,TaxaCambio,Selic,PIB,IPCA,"('BEEF3.SA_Close', 'BEEF3.SA')",Close_Feature,Close_Target
2020-02-08,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,,
2020-02-09,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,,8.456147193908691
2020-02-10,4.3189,0.016137,7609597000575.82,0.1941379310344827,8.456147193908691,8.456147193908691,9.01830768585205
2020-02-11,4.3142,0.016137,7609597000575.82,0.1879310344827586,9.01830768585205,9.01830768585205,9.232086181640623
2020-02-12,4.336,0.016137,7609597000575.82,0.1817241379310344,9.232086181640623,9.232086181640623,9.374605178833008
2020-02-13,4.3383,0.016137,7609597000575.82,0.1755172413793103,9.374605178833008,9.374605178833008,9.335016250610352
2020-02-14,4.3157,0.016137,7609597000575.82,0.1693103448275862,9.335016250610352,9.335016250610352,
2020-02-15,4.3155,0.016137,7609597000575.82,0.163103448275862,,,
2020-02-16,4.3153,0.016137,7609597000575.82,0.1568965517241379,,,9.699233055114746
2020-02-17,4.3151,0.016137,7609597000575.82,0.1506896551724137,9.699233055114746,9.699233055114746,9.897175788879396
2020-02-18,4.3465,0.016137,7609597000575.82,0.1444827586206896,9.897175788879396,9.897175788879396,9.93676471710205
2020-02-19,4.3722,0.016137,7609597000575.82,0.1382758620689655,9.93676471710205,9.93676471710205,9.82591724395752
2020-02-20,4.3867,0.016137,7609597000575.82,0.1320689655172414,9.82591724395752,9.82591724395752,10.10303783416748
2020-02-21,4.3918,0.016137,7609597000575.82,0.1258620689655172,10.10303783416748,10.10303783416748,
2020-02-22,4.4005,0.016137,7609597000575.82,0.1196551724137931,,,
2020-02-23,4.4092,0.016137,7609597000575.82,0.1134482758620689,,,
2020-02-24,4.4179,0.016137,7609597000575.82,0.1072413793103448,,,
2020-02-25,4.4266,0.016137,7609597000575.82,0.1010344827586207,,,9.342934608459473
2020-02-26,4.4353,0.016137,7609597000575.82,0.0948275862068965,9.342934608459473,9.342934608459473,9.2162504196167
2020-02-27,4.4758,0.016137,7609597000575.82,0.0886206896551724,9.2162504196167,9.2162504196167,9.200414657592772
2020-02-28,4.4981,0.016137,7609597000575.82,0.0824137931034482,9.200414657592772,9.200414657592772,
2020-02-29,4.496733333333333,0.016137,7609597000575.82,0.0762068965517241,,,
2020-03-01,4.4953666666666665,0.016137,7609597000575.82,0.07,,,9.564631462097168
2020-03-02,4.494,0.016137,7609597000575.82,0.0577419354838709,9.564631462097168,9.564631462097168,9.477535247802734
2020-03-03,4.4877,0.016137,7609597000575.82,0.0454838709677419,9.477535247802734,9.477535247802734,9.659643173217772
2020-03-04,4.5252,0.016137,7609597000575.82,0.0332258064516129,9.659643173217772,9.659643173217772,8.947046279907227
2020-03-05,4.6201,0.016137,7609597000575.82,0.0209677419354838,8.947046279907227,8.947046279907227,8.234450340270996
2020-03-06,4.6453,0.016137,7609597000575.82,0.0087096774193548,8.234450340270996,8.234450340270996,
2020-03-07,4.675966666666667,0.016137,7609597000575.82,-0.0035483870967741,,,
2020-03-08,4.706633333333333,0.016137,7609597000575.82,-0.0158064516129032,,,6.7617506980896
2020-03-09,4.7373,0.016137,7609597000575.82,-0.0280645161290322,6.7617506980896,6.7617506980896,7.007201194763184
2020-03-10,4.6687,0.016137,7609597000575.82,-0.0403225806451612,7.007201194763184,7.007201194763184,6.777586460113525
2020-03-11,4.6732,0.016137,7609597000575.82,-0.0525806451612903,6.777586460113525,6.777586460113525,5.518665313720703
2020-03-12,4.8825,0.016137,7609597000575.82,-0.0648387096774193,5.518665313720703,5.518665313720703,6.302521705627441
2020-03-13,4.7355,0.016137,7609597000575.82,-0.0770967741935483,6.302521705627441,6.302521705627441,
2020-03-14,4.8058,0.016137,7609597000575.82,-0.0893548387096774,,,
2020-03-15,4.8761,0.016137,7609597000575.82,-0.1016129032258064,,,5.542418956756592
2020-03-16,4.9464,0.016137,7609597000575.82,-0.1138709677419354,5.542418956756592,5.542418956756592,5.629514217376709
2020-03-17,5.0489,0.016137,7609597000575.82,-0.1261290322580645,5.629514217376709,5.629514217376709,5.225708961486816
2020-03-18,5.1101,0.016137,7609597000575.82,-0.1383870967741935,5.225708961486816,5.225708961486816,6.175837993621826
2020-03-19,5.1437,0.014227,7609597000575.82,-0.1506451612903225,6.175837993621826,6.175837993621826,6.120413780212402
2020-03-20,5.0241,0.014227,7609597000575.82,-0.1629032258064516,6.120413780212402,6.120413780212402,
2020-03-21,5.042666666666666,0.014227,7609597000575.82,-0.1751612903225806,,,
2020-03-22,5.061233333333333,0.014227,7609597000575.82,-0.1874193548387097,,,6.492547988891602
2020-03-23,5.0798,0.014227,7609597000575.82,-0.1996774193548387,6.492547988891602,6.492547988891602,6.650902271270752
2020-03-24,5.0707,0.014227,7609597000575.82,-0.2119354838709677,6.650902271270752,6.650902271270752,6.484629154205322
2020-03-25,5.07,0.014227,7609597000575.82,-0.2241935483870967,6.484629154205322,6.484629154205322,6.096660137176514
2020-03-26,5.0004,0.014227,7609597000575.82,-0.2364516129032258,6.096660137176514,6.096660137176514,6.175837993621826
2020-03-27,5.1103,0.014227,7609597000575.82,-0.2487096774193548,6.175837993621826,6.175837993621826,
2020-03-28,5.1264666666666665,0.014227,7609597000575.82,-0.2609677419354839,,,
2020-03-29,5.142633333333333,0.014227,7609597000575.82,-0.2732258064516129,,,6.215425968170166
2020-03-30,5.1588,0.014227,7609597000575.82,-0.2854838709677419,6.215425968170166,6.215425968170166,6.294603824615479
2020-03-31,5.1981,0.014227,7609597000575.82,-0.2977419354838709,6.294603824615479,6.294603824615479,6.5321364402771
2020-04-01,5.2399,0.014227,7609597000575.82,-0.31,6.5321364402771,6.5321364402771,6.78550386428833
2020-04-02,5.2645,0.014227,7609597000575.82,-0.3123333333333333,6.78550386428833,6.78550386428833,6.928022861480713
2020-04-03,5.2991,0.014227,7609597000575.82,-0.3146666666666666,6.928022861480713,6.928022861480713,
2020-04-04,5.2815666666666665,0.014227,7609597000575.82,-0.317,,,
2020-04-05,5.264033333333334,0.014227,7609597000575.82,-0.3193333333333333,,,7.12596607208252
2020-04-06,5.2465,0.014227,7609597000575.82,-0.3216666666666666,7.12596607208252,7.12596607208252,7.094295978546143
2020-04-07,5.2211,0.014227,7609597000575.82,-0.324,7.094295978546143,7.094295978546143,6.896352767944336
2020-04-08,5.2117,0.014227,7609597000575.82,-0.3263333333333333,6.896352767944336,6.896352767944336,6.833009719848633
2020-04-09,5.0773,0.014227,7609597000575.82,-0.3286666666666666,6.833009719848633,6.833009719848633,
2020-04-10,5.103425,0.014227,7609597000575.82,-0.331,,,
2020-04-11,5.12955,0.014227,7609597000575.82,-0.3333333333333333,,,
2020-04-12,5.1556750000000005,0.014227,7609597000575.82,-0.3356666666666666,,,7.220978736877441
2020-04-13,5.1818,0.014227,7609597000575.82,-0.338,7.220978736877441,7.220978736877441,7.347663402557373
2020-04-14,5.1852,0.014227,7609597000575.82,-0.3403333333333333,7.347663402557373,7.347663402557373,7.418921947479248
2020-04-15,5.2573,0.014227,7609597000575.82,-0.3426666666666667,7.418921947479248,7.418921947479248,7.838563919067383
2020-04-16,5.2371,0.014227,7609597000575.82,-0.345,7.838563919067383,7.838563919067383,7.521853923797607
2020-04-17,5.2567,0.014227,7609597000575.82,-0.3473333333333333,7.521853923797607,7.521853923797607,
2020-04-18,5.2655,0.014227,7609597000575.82,-0.3496666666666667,,,
2020-04-19,5.2743,0.014227,7609597000575.82,-0.352,,,7.521853923797607
2020-04-20,5.2831,0.014227,7609597000575.82,-0.3543333333333333,7.521853923797607,7.521853923797607,
2020-04-21,5.333600000000001,0.014227,7609597000575.82,-0.3566666666666667,,,8.004836082458496
2020-04-22,5.3841,0.014227,7609597000575.82,-0.359,8.004836082458496,8.004836082458496,7.98900032043457
2020-04-23,5.4461,0.014227,7609597000575.82,-0.3613333333333333,7.98900032043457,7.98900032043457,8.020671844482422
2020-04-24,5.6504,0.014227,7609597000575.82,-0.3636666666666667,8.020671844482422,8.020671844482422,
2020-04-25,5.645333333333333,0.014227,7609597000575.82,-0.366,,,
2020-04-26,5.640266666666667,0.014227,7609597000575.82,-0.3683333333333333,,,8.891622543334961
2020-04-27,5.6352,0.014227,7609597000575.82,-0.3706666666666667,8.891622543334961,8.891622543334961,9.422110557556152
2020-04-28,5.5677,0.014227,7609597000575.82,-0.373,9.422110557556152,9.422110557556152,9.73882293701172
2020-04-29,5.4285,0.014227,7609597000575.82,-0.3753333333333333,9.73882293701172,9.73882293701172,9.70715045928955
2020-04-30,5.4264,0.014227,7609597000575.82,-0.3776666666666666,9.70715045928955,9.70715045928955,
2020-05-01,5.465075000000001,0.014227,7609597000575.82,-0.38,,,
2020-05-02,5.50375,0.014227,7609597000575.82,-0.3593548387096774,,,
2020-05-03,5.542425,0.014227,7609597000575.82,-0.3387096774193548,,,10.015941619873049
2020-05-04,5.5811,0.014227,7609597000575.82,-0.3180645161290322,10.015941619873049,10.015941619873049,9.897175788879396
2020-05-05,5.5348,0.014227,7609597000575.82,-0.2974193548387097,9.897175788879396,9.897175788879396,10.198050498962402
2020-05-06,5.667,0.014227,7609597000575.82,-0.2767741935483871,10.198050498962402,10.198050498962402,10.942317008972168
2020-05-07,5.8359,0.011345,7609597000575.82,-0.2561290322580645,10.942317008972168,10.942317008972168,10.92648220062256
2020-05-08,5.7647,0.011345,7609597000575.82,-0.2354838709677419,10.92648220062256,10.92648220062256,
2020-05-09,5.774733333333334,0.011345,7609597000575.82,-0.2148387096774193,,,
2020-05-10,5.784766666666667,0.011345,7609597000575.82,-0.1941935483870968,,,10.64936065673828
2020-05-11,5.7948,0.011345,7609597000575.82,-0.1735483870967742,10.64936065673828,10.64936065673828,11.401546478271484
2020-05-12,5.7717,0.011345,7609597000575.82,-0.1529032258064516,11.401546478271484,11.401546478271484,11.377793312072754
2020-05-13,5.9016,0.011345,7609597000575.82,-0.132258064516129,11.377793312072754,11.377793312072754,11.34612274169922
2020-05-14,5.9366,0.011345,7609597000575.82,-0.1116129032258064,11.34612274169922,11.34612274169922,11.39362907409668
2020-05-15,5.8223,0.011345,7609597000575.82,-0.0909677419354838,11.39362907409668,11.39362907409668,
2020-05-16,5.793833333333334,0.011345,7609597000575.82,-0.0703225806451612,,,
2020-05-17,5.765366666666667,0.011345,7609597000575.82,-0.0496774193548387,,,10.261391639709473
2020-05-18,5.7369,0.011345,7609597000575.82,-0.0290322580645161,10.261391639709473,10.261391639709473,10.768128395080566
2020-05-19,5.721,0.011345,7609597000575.82,-0.0083870967741935,10.768128395080566,10.768128395080566,10.419745445251465
2020-05-20,5.6962,0.011345,7609597000575.82,0.012258064516129,10.419745445251465,10.419745445251465,10.03969669342041
2020-05-21,5.6013,0.011345,7609597000575.82,0.0329032258064516,10.03969669342041,10.03969669342041,10.18221378326416
2020-05-22,5.5802,0.011345,7609597000575.82,0.0535483870967741,10.18221378326416,10.18221378326416,
2020-05-23,5.5456666666666665,0.011345,7609597000575.82,0.0741935483870968,,,
2020-05-24,5.511133333333333,0.011345,7609597000575.82,0.0948387096774193,,,10.000106811523438
2020-05-25,5.4766,0.011345,7609597000575.82,0.1154838709677419,10.000106811523438,10.000106811523438,10.158461570739746
2020-05-26,5.3701,0.011345,7609597000575.82,0.1361290322580645,10.158461570739746,10.158461570739746,10.45933437347412
2020-05-27,5.2986,0.011345,7609597000575.82,0.156774193548387,10.45933437347412,10.45933437347412,10.33265209197998
2020-05-28,5.3399,0.011345,7609597000575.82,0.1774193548387096,10.33265209197998,10.33265209197998,10.601856231689451
2020-05-29,5.4257,0.011345,7609597000575.82,0.1980645161290323,10.601856231689451,10.601856231689451,
2020-05-30,5.4049,0.011345,7609597000575.82,0.2187096774193548,,,
2020-05-31,5.3841,0.011345,7609597000575.82,0.2393548387096774,,,10.356405258178713
2020-06-01,5.3633,0.011345,7609597000575.82,0.26,10.356405258178713,10.356405258178713,10.198050498962402
2020-06-02,5.2595,0.011345,7609597000575.82,0.2633333333333333,10.198050498962402,10.198050498962402,9.857586860656738
2020-06-03,5.051,0.011345,7609597000575.82,0.2666666666666666,9.857586860656738,9.857586860656738,10.578102111816406
2020-06-04,5.1035,0.011345,7609597000575.82,0.27,10.578102111816406,10.578102111816406,10.300981521606444
2020-06-05,4.9769,0.011345,7609597000575.82,0.2733333333333333,10.300981521606444,10.300981521606444,
2020-06-06,4.9621,0.011345,7609597000575.82,0.2766666666666666,,,
2020-06-07,4.9473,0.011345,7609597000575.82,0.28,,,10.33265209197998
2020-06-08,4.9325,0.011345,7609597000575.82,0.2833333333333333,10.33265209197998,10.33265209197998,9.96843433380127
2020-06-09,4.9051,0.011345,7609597000575.82,0.2866666666666667,9.96843433380127,9.96843433380127,10.110955238342283
2020-06-10,4.8888,0.011345,7609597000575.82,0.29,10.110955238342283,10.110955238342283,
2020-06-11,4.96275,0.011345,7609597000575.82,0.2933333333333333,,,10.34848690032959
2020-06-12,5.0367,0.011345,7609597000575.82,0.2966666666666667,10.34848690032959,10.34848690032959,
2020-06-13,5.087033333333333,0.011345,7609597000575.82,0.3,,,
2020-06-14,5.137366666666667,0.011345,7609597000575.82,0.3033333333333333,,,10.372241020202637
2020-06-15,5.1877,0.011345,7609597000575.82,0.3066666666666666,10.372241020202637,10.372241020202637,11.029413223266602
2020-06-16,5.1279,0.011345,7609597000575.82,0.31,11.029413223266602,11.029413223266602,10.625608444213867
2020-06-17,5.2492,0.011345,7609597000575.82,0.3133333333333333,10.625608444213867,10.625608444213867,10.657278060913086
2020-06-18,5.3462,0.008442,7609597000575.82,0.3166666666666666,10.657278060913086,10.657278060913086,10.799799919128418
2020-06-19,5.346,0.008442,7609597000575.82,0.32,10.799799919128418,10.799799919128418,
2020-06-20,5.304666666666667,0.008442,7609597000575.82,0.3233333333333333,,,
2020-06-21,5.263333333333334,0.008442,7609597000575.82,0.3266666666666666,,,10.277226448059082
2020-06-22,5.222,0.008442,7609597000575.82,0.33,10.277226448059082,10.277226448059082,10.245556831359863
2020-06-23,5.1699,0.008442,7609597000575.82,0.3333333333333333,10.245556831359863,10.245556831359863,10.411828994750977
2020-06-24,5.2429,0.008442,7609597000575.82,0.3366666666666666,10.411828994750977,10.411828994750977,10.253474235534668
2020-06-25,5.3281,0.008442,7609597000575.82,0.3399999999999999,10.253474235534668,10.253474235534668,10.126790046691896
2020-06-26,5.4623,0.008442,7609597000575.82,0.3433333333333333,10.126790046691896,10.126790046691896,
2020-06-27,5.4552,0.008442,7609597000575.82,0.3466666666666667,,,
2020-06-28,5.4481,0.008442,7609597000575.82,0.35,,,10.261391639709473
2020-06-29,5.441,0.008442,7609597000575.82,0.3533333333333333,10.261391639709473,10.261391639709473,10.411828994750977
2020-06-30,5.4754,0.008442,7609597000575.82,0.3566666666666667,10.411828994750977,10.411828994750977,10.16637897491455
2020-07-01,5.3646,0.008442,7609597000575.82,0.36,10.16637897491455,10.16637897491455,10.142626762390137
2020-07-02,5.3022,0.008442,7609597000575.82,0.3561290322580645,10.142626762390137,10.142626762390137,10.451417922973633
2020-07-03,5.3368,0.008442,7609597000575.82,0.352258064516129,10.451417922973633,10.451417922973633,
2020-07-04,5.327166666666667,0.008442,7609597000575.82,0.3483870967741935,,,
2020-07-05,5.317533333333333,0.008442,7609597000575.82,0.344516129032258,,,10.546430587768556
2020-07-06,5.3079,0.008442,7609597000575.82,0.3406451612903226,10.546430587768556,10.546430587768556,10.847305297851562
2020-07-07,5.3312,0.008442,7609597000575.82,0.3367741935483871,10.847305297851562,10.847305297851562,10.760210037231444
2020-07-08,5.3476,0.008442,7609597000575.82,0.3329032258064516,10.760210037231444,10.760210037231444,10.49892520904541
2020-07-09,5.2972,0.008442,7609597000575.82,0.3290322580645161,10.49892520904541,10.49892520904541,10.641444206237791
2020-07-10,5.3434,0.008442,7609597000575.82,0.3251612903225806,10.641444206237791,10.641444206237791,
2020-07-11,5.3449333333333335,0.008442,7609597000575.82,0.3212903225806451,,,
2020-07-12,5.346466666666666,0.008442,7609597000575.82,0.3174193548387096,,,10.340570449829102
2020-07-13,5.348,0.008442,7609597000575.82,0.3135483870967742,10.340570449829102,10.340570449829102,10.720621109008787
2020-07-14,5.4282,0.008442,7609597000575.82,0.3096774193548387,10.720621109008787,10.720621109008787,11.259028434753418
2020-07-15,5.3485,0.008442,7609597000575.82,0.3058064516129032,11.259028434753418,11.259028434753418,10.807717323303224
2020-07-16,5.3554,0.008442,7609597000575.82,0.3019354838709677,10.807717323303224,10.807717323303224,11.259028434753418
2020-07-17,5.3504,0.008442,7609597000575.82,0.2980645161290322,11.259028434753418,11.259028434753418,
2020-07-18,5.354566666666666,0.008442,7609597000575.82,0.2941935483870967,,,
2020-07-19,5.358733333333333,0.008442,7609597000575.82,0.2903225806451612,,,11.35404109954834
2020-07-20,5.3629,0.008442,7609597000575.82,0.2864516129032258,11.35404109954834,11.35404109954834,11.377793312072754
2020-07-21,5.2277,0.008442,7609597000575.82,0.2825806451612903,11.377793312072754,11.377793312072754,11.298617362976074
2020-07-22,5.1105,0.008442,7609597000575.82,0.2787096774193548,11.298617362976074,11.298617362976074,11.084837913513184
2020-07-23,5.1641,0.008442,7609597000575.82,0.2748387096774193,11.084837913513184,11.084837913513184,11.084837913513184
2020-07-24,5.214,0.008442,7609597000575.82,0.2709677419354838,11.084837913513184,11.084837913513184,
2020-07-25,5.205433333333334,0.008442,7609597000575.82,0.2670967741935484,,,
2020-07-26,5.196866666666667,0.008442,7609597000575.82,0.2632258064516128,,,11.148178100585938
2020-07-27,5.1883,0.008442,7609597000575.82,0.2593548387096774,11.148178100585938,11.148178100585938,11.67074966430664
2020-07-28,5.1771,0.008442,7609597000575.82,0.2554838709677419,11.67074966430664,11.67074966430664,11.15609645843506
2020-07-29,5.1389,0.008442,7609597000575.82,0.2516129032258064,11.15609645843506,11.15609645843506,11.061083793640137
2020-07-30,5.1831,0.008442,7609597000575.82,0.2477419354838709,11.061083793640137,11.061083793640137,10.752291679382324
2020-07-31,5.2027,0.008442,7609597000575.82,0.2438709677419354,10.752291679382324,10.752291679382324,
2020-08-01,5.237433333333334,0.008442,7609597000575.82,0.24,,,
2020-08-02,5.272166666666666,0.008442,7609597000575.82,0.2529032258064516,,,10.625608444213867
2020-08-03,5.3069,0.008442,7609597000575.82,0.2658064516129032,10.625608444213867,10.625608444213867,10.443499565124512
2020-08-04,5.3323,0.008442,7609597000575.82,0.2787096774193548,10.443499565124512,10.443499565124512,10.538514137268066
2020-08-05,5.2754,0.008442,7609597000575.82,0.2916129032258064,10.538514137268066,10.538514137268066,10.483087539672852
2020-08-06,5.3425,0.007469,7609597000575.82,0.304516129032258,10.483087539672852,10.483087539672852,10.38015842437744
2020-08-07,5.4221,0.007469,7609597000575.82,0.3174193548387096,10.38015842437744,10.38015842437744,
2020-08-08,5.4123,0.007469,7609597000575.82,0.3303225806451613,,,
2020-08-09,5.4025,0.007469,7609597000575.82,0.3432258064516129,,,10.34848690032959
2020-08-10,5.3927,0.007469,7609597000575.82,0.3561290322580645,10.34848690032959,10.34848690032959,10.316817283630373
2020-08-11,5.4279,0.007469,7609597000575.82,0.3690322580645161,10.316817283630373,10.316817283630373,10.491007804870604
2020-08-12,5.4545,0.007469,7609597000575.82,0.3819354838709677,10.491007804870604,10.491007804870604,10.213884353637695
2020-08-13,5.3795,0.007469,7609597000575.82,0.3948387096774193,10.213884353637695,10.213884353637695,10.324734687805176
2020-08-14,5.3846,0.007469,7609597000575.82,0.4077419354838709,10.324734687805176,10.324734687805176,
2020-08-15,5.4061,0.007469,7609597000575.82,0.4206451612903226,,,
2020-08-16,5.4276,0.007469,7609597000575.82,0.4335483870967742,,,10.51476001739502
2020-08-17,5.4491,0.007469,7609597000575.82,0.4464516129032257,10.51476001739502,10.51476001739502,10.617690086364746
2020-08-18,5.4653,0.007469,7609597000575.82,0.4593548387096774,10.617690086364746,10.617690086364746,10.633525848388672
2020-08-19,5.49,0.007469,7609597000575.82,0.472258064516129,10.633525848388672,10.633525848388672,10.712703704833984
2020-08-20,5.6504,0.007469,7609597000575.82,0.4851612903225806,10.712703704833984,10.712703704833984,10.831470489501951
2020-08-21,5.6058,0.007469,7609597000575.82,0.4980645161290322,10.831470489501951,10.831470489501951,
2020-08-22,5.602133333333334,0.007469,7609597000575.82,0.5109677419354839,,,
2020-08-23,5.598466666666667,0.007469,7609597000575.82,0.5238709677419355,,,10.942317008972168
2020-08-24,5.5948,0.007469,7609597000575.82,0.5367741935483871,10.942317008972168,10.942317008972168,10.712703704833984
2020-08-25,5.5991,0.007469,7609597000575.82,0.5496774193548387,10.712703704833984,10.712703704833984,10.70478630065918
2020-08-26,5.5674,0.007469,7609597000575.82,0.5625806451612902,10.70478630065918,10.70478630065918,10.435583114624023
2020-08-27,5.595,0.007469,7609597000575.82,0.5754838709677419,10.435583114624023,10.435583114624023,10.45933437347412
2020-08-28,5.4673,0.007469,7609597000575.82,0.5883870967741935,10.45933437347412,10.45933437347412,
2020-08-29,5.4684333333333335,0.007469,7609597000575.82,0.6012903225806452,,,
2020-08-30,5.469566666666666,0.007469,7609597000575.82,0.6141935483870968,,,10.3643217086792
2020-08-31,5.4707,0.007469,7609597000575.82,0.6270967741935484,10.3643217086792,10.3643217086792,10.221802711486816
2020-09-01,5.3726,0.007469,7609597000575.82,0.64,10.221802711486816,10.221802711486816,10.237638473510742
2020-09-02,5.3735,0.007469,7609597000575.82,0.6473333333333333,10.237638473510742,10.237638473510742,10.047613143920898
2020-09-03,5.3073,0.007469,7609597000575.82,0.6546666666666667,10.047613143920898,10.047613143920898,10.07928466796875
2020-09-04,5.2842,0.007469,7609597000575.82,0.662,10.07928466796875,10.07928466796875,
2020-09-05,5.30545,0.007469,7609597000575.82,0.6693333333333333,,,
2020-09-06,5.326700000000001,0.007469,7609597000575.82,0.6766666666666666,,,
2020-09-07,5.34795,0.007469,7609597000575.82,0.684,,,9.944683074951172
2020-09-08,5.3692,0.007469,7609597000575.82,0.6913333333333334,9.944683074951172,9.944683074951172,10.031778335571287
2020-09-09,5.3018,0.007469,7609597000575.82,0.6986666666666667,10.031778335571287,10.031778335571287,10.237638473510742
2020-09-10,5.293,0.007469,7609597000575.82,0.706,10.237638473510742,10.237638473510742,10.237638473510742
2020-09-11,5.2848,0.007469,7609597000575.82,0.7133333333333334,10.237638473510742,10.237638473510742,
2020-09-12,5.289133333333333,0.007469,7609597000575.82,0.7206666666666667,,,
2020-09-13,5.293466666666666,0.007469,7609597000575.82,0.728,,,10.506842613220217
2020-09-14,5.2978,0.007469,7609597000575.82,0.7353333333333334,10.506842613220217,10.506842613220217,10.95815372467041
2020-09-15,5.2722,0.007469,7609597000575.82,0.7426666666666667,10.95815372467041,10.95815372467041,10.562267303466797
2020-09-16,5.2526,0.007469,7609597000575.82,0.75,10.562267303466797,10.562267303466797,10.419745445251465
2020-09-17,5.2587,0.007469,7609597000575.82,0.7573333333333333,10.419745445251465,10.419745445251465,10.403911590576172
2020-09-18,5.2883,0.007469,7609597000575.82,0.7646666666666666,10.403911590576172,10.403911590576172,
2020-09-19,5.34,0.007469,7609597000575.82,0.772,,,
2020-09-20,5.391699999999999,0.007469,7609597000575.82,0.7793333333333333,,,10.205968856811523
2020-09-21,5.4434,0.007469,7609597000575.82,0.7866666666666666,10.205968856811523,10.205968856811523,10.023859977722168
2020-09-22,5.4323,0.007469,7609597000575.82,0.794,10.023859977722168,10.023859977722168,9.7625732421875
2020-09-23,5.5305,0.007469,7609597000575.82,0.8013333333333333,9.7625732421875,9.7625732421875,9.612137794494627
2020-09-24,5.5708,0.007469,7609597000575.82,0.8086666666666666,9.612137794494627,9.612137794494627,9.461699485778809
