Data,TaxaCambio,Selic,PIB,IPCA,"('JBSS3.SA_Close', 'JBSS3.SA')",Close_Feature,Close_Target
2020-01-01,4.0207,0.017089,7609597000575.82,0.21,,,19.256874084472656
2020-01-02,4.0207,0.017089,7609597000575.82,0.2112903225806451,19.256874084472656,19.256874084472656,19.44802665710449
2020-01-03,4.0516,0.017089,7609597000575.82,0.2125806451612903,19.44802665710449,19.44802665710449,
2020-01-04,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,,,
2020-01-05,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,,,18.98784637451172
2020-01-06,4.0548,0.017089,7609597000575.82,0.2164516129032258,18.98784637451172,18.98784637451172,19.327672958374023
2020-01-07,4.0835,0.017089,7609597000575.82,0.2177419354838709,19.327672958374023,19.327672958374023,19.802011489868164
2020-01-08,4.0666,0.017089,7609597000575.82,0.2190322580645161,19.802011489868164,19.802011489868164,20.042722702026367
2020-01-09,4.0738,0.017089,7609597000575.82,0.2203225806451612,20.042722702026367,20.042722702026367,19.9365291595459
2020-01-10,4.0739,0.017089,7609597000575.82,0.2216129032258064,19.9365291595459,19.9365291595459,
2020-01-11,4.0927,0.017089,7609597000575.82,0.2229032258064516,,,
2020-01-12,4.1115,0.017089,7609597000575.82,0.2241935483870967,,,20.340070724487305
2020-01-13,4.1303,0.017089,7609597000575.82,0.2254838709677419,20.340070724487305,20.340070724487305,20.31883430480957
2020-01-14,4.1437,0.017089,7609597000575.82,0.2267741935483871,20.31883430480957,20.31883430480957,20.25511741638184
2020-01-15,4.1616,0.017089,7609597000575.82,0.2280645161290322,20.25511741638184,20.25511741638184,20.39670753479004
2020-01-16,4.172,0.017089,7609597000575.82,0.2293548387096774,20.39670753479004,20.39670753479004,21.06220817565918
2020-01-17,4.1831,0.017089,7609597000575.82,0.2306451612903226,21.06220817565918,21.06220817565918,
2020-01-18,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,,,
2020-01-19,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,,,21.11176300048828
2020-01-20,4.1823,0.017089,7609597000575.82,0.234516129032258,21.11176300048828,21.11176300048828,21.30291748046875
2020-01-21,4.2008,0.017089,7609597000575.82,0.2358064516129032,21.30291748046875,21.30291748046875,21.27459526062012
2020-01-22,4.1883,0.017089,7609597000575.82,0.2370967741935483,21.27459526062012,21.27459526062012,21.11176300048828
2020-01-23,4.1656,0.017089,7609597000575.82,0.2383870967741935,21.11176300048828,21.11176300048828,20.743616104125977
2020-01-24,4.1763,0.017089,7609597000575.82,0.2396774193548387,20.743616104125977,20.743616104125977,
2020-01-25,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,,,
2020-01-26,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,,,19.327672958374023
2020-01-27,4.219,0.017089,7609597000575.82,0.2435483870967741,19.327672958374023,19.327672958374023,19.957767486572266
2020-01-28,4.2058,0.017089,7609597000575.82,0.2448387096774193,19.957767486572266,19.957767486572266,19.39138984680176
2020-01-29,4.2007,0.017089,7609597000575.82,0.2461290322580645,19.39138984680176,19.39138984680176,19.07988166809082
2020-01-30,4.2517,0.017089,7609597000575.82,0.2474193548387097,19.07988166809082,19.07988166809082,19.525903701782227
2020-01-31,4.2689,0.017089,7609597000575.82,0.2487096774193548,19.525903701782227,19.525903701782227,
2020-02-01,4.261566666666667,0.017089,7609597000575.82,0.25,,,
2020-02-02,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,,,19.9082088470459
2020-02-03,4.2469,0.017089,7609597000575.82,0.2375862068965517,19.9082088470459,19.9082088470459,19.45510673522949
2020-02-04,4.2375,0.017089,7609597000575.82,0.2313793103448276,19.45510673522949,19.45510673522949,19.27103614807129
2020-02-05,4.2443,0.017089,7609597000575.82,0.2251724137931034,19.27103614807129,19.27103614807129,18.96660804748535
2020-02-06,4.2471,0.016137,7609597000575.82,0.2189655172413793,18.96660804748535,18.96660804748535,18.173673629760746
2020-02-07,4.307,0.016137,7609597000575.82,0.2127586206896551,18.173673629760746,18.173673629760746,
2020-02-08,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,,
2020-02-09,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,,18.060401916503903
2020-02-10,4.3189,0.016137,7609597000575.82,0.1941379310344827,18.060401916503903,18.060401916503903,18.378984451293945
