Data,TaxaCambio,Selic,PIB,IPCA,"('BRFS3.SA_Close', 'BRFS3.SA')",Close_Feature,Close_Target
2020-01-01,4.0207,0.017089,7609597000575.82,0.21,,,33.234580993652344
2020-01-02,4.0207,0.017089,7609597000575.82,0.2112903225806451,33.234580993652344,33.234580993652344,33.290157318115234
2020-01-03,4.0516,0.017089,7609597000575.82,0.2125806451612903,33.290157318115234,33.290157318115234,
2020-01-04,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,,,
2020-01-05,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,,,32.94743728637695
2020-01-06,4.0548,0.017089,7609597000575.82,0.2164516129032258,32.94743728637695,32.94743728637695,32.56766891479492
2020-01-07,4.0835,0.017089,7609597000575.82,0.2177419354838709,32.56766891479492,32.56766891479492,33.81813430786133
2020-01-08,4.0666,0.017089,7609597000575.82,0.2190322580645161,33.81813430786133,33.81813430786133,34.123802185058594
2020-01-09,4.0738,0.017089,7609597000575.82,0.2203225806451612,34.123802185058594,34.123802185058594,33.66066360473633
2020-01-10,4.0739,0.017089,7609597000575.82,0.2216129032258064,33.66066360473633,33.66066360473633,
2020-01-11,4.0927,0.017089,7609597000575.82,0.2229032258064516,,,
2020-01-12,4.1115,0.017089,7609597000575.82,0.2241935483870967,,,33.99412536621094
2020-01-13,4.1303,0.017089,7609597000575.82,0.2254838709677419,33.99412536621094,33.99412536621094,33.85517883300781
2020-01-14,4.1437,0.017089,7609597000575.82,0.2267741935483871,33.85517883300781,33.85517883300781,33.78108215332031
2020-01-15,4.1616,0.017089,7609597000575.82,0.2280645161290322,33.78108215332031,33.78108215332031,33.22532272338867
2020-01-16,4.172,0.017089,7609597000575.82,0.2293548387096774,33.22532272338867,33.22532272338867,33.114166259765625
2020-01-17,4.1831,0.017089,7609597000575.82,0.2306451612903226,33.114166259765625,33.114166259765625,
2020-01-18,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,,,
2020-01-19,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,,,33.39204406738281
2020-01-20,4.1823,0.017089,7609597000575.82,0.234516129032258,33.39204406738281,33.39204406738281,32.8177604675293
2020-01-21,4.2008,0.017089,7609597000575.82,0.2358064516129032,32.8177604675293,32.8177604675293,32.975223541259766
2020-01-22,4.1883,0.017089,7609597000575.82,0.2370967741935483,32.975223541259766,32.975223541259766,32.271263122558594
2020-01-23,4.1656,0.017089,7609597000575.82,0.2383870967741935,32.271263122558594,32.271263122558594,31.33572769165039
2020-01-24,4.1763,0.017089,7609597000575.82,0.2396774193548387,31.33572769165039,31.33572769165039,
2020-01-25,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,,,
2020-01-26,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,,,29.43687057495117
2020-01-27,4.219,0.017089,7609597000575.82,0.2435483870967741,29.43687057495117,29.43687057495117,29.047840118408203
2020-01-28,4.2058,0.017089,7609597000575.82,0.2448387096774193,29.047840118408203,29.047840118408203,28.807008743286133
2020-01-29,4.2007,0.017089,7609597000575.82,0.2461290322580645,28.807008743286133,28.807008743286133,28.343873977661133
2020-01-30,4.2517,0.017089,7609597000575.82,0.2474193548387097,28.343873977661133,28.343873977661133,28.29755973815918
2020-01-31,4.2689,0.017089,7609597000575.82,0.2487096774193548,28.29755973815918,28.29755973815918,
2020-02-01,4.261566666666667,0.017089,7609597000575.82,0.25,,,
2020-02-02,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,,,29.242355346679688
2020-02-03,4.2469,0.017089,7609597000575.82,0.2375862068965517,29.242355346679688,29.242355346679688,29.80738067626953
2020-02-04,4.2375,0.017089,7609597000575.82,0.2313793103448276,29.80738067626953,29.80738067626953,29.70549201965332
2020-02-05,4.2443,0.017089,7609597000575.82,0.2251724137931034,29.70549201965332,29.70549201965332,29.501712799072266
2020-02-06,4.2471,0.016137,7609597000575.82,0.2189655172413793,29.501712799072266,29.501712799072266,29.21456718444824
2020-02-07,4.307,0.016137,7609597000575.82,0.2127586206896551,29.21456718444824,29.21456718444824,
2020-02-08,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,,
2020-02-09,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,,28.56617927551269
2020-02-10,4.3189,0.016137,7609597000575.82,0.1941379310344827,28.56617927551269,28.56617927551269,28.621755599975582
2020-02-11,4.3142,0.016137,7609597000575.82,0.1879310344827586,28.621755599975582,28.621755599975582,28.94594955444336
2020-02-12,4.336,0.016137,7609597000575.82,0.1817241379310344,28.94594955444336,28.94594955444336,29.020050048828125
2020-02-13,4.3383,0.016137,7609597000575.82,0.1755172413793103,29.020050048828125,29.020050048828125,28.621755599975582
2020-02-14,4.3157,0.016137,7609597000575.82,0.1693103448275862,28.621755599975582,28.621755599975582,
2020-02-15,4.3155,0.016137,7609597000575.82,0.163103448275862,,,
2020-02-16,4.3153,0.016137,7609597000575.82,0.1568965517241379,,,28.71438217163086
2020-02-17,4.3151,0.016137,7609597000575.82,0.1506896551724137,28.71438217163086,28.71438217163086,28.57544136047364
2020-02-18,4.3465,0.016137,7609597000575.82,0.1444827586206896,28.57544136047364,28.57544136047364,28.862585067749023
2020-02-19,4.3722,0.016137,7609597000575.82,0.1382758620689655,28.862585067749023,28.862585067749023,28.41797637939453
2020-02-20,4.3867,0.016137,7609597000575.82,0.1320689655172414,28.41797637939453,28.41797637939453,28.121570587158203
2020-02-21,4.3918,0.016137,7609597000575.82,0.1258620689655172,28.121570587158203,28.121570587158203,
2020-02-22,4.4005,0.016137,7609597000575.82,0.1196551724137931,,,
2020-02-23,4.4092,0.016137,7609597000575.82,0.1134482758620689,,,
2020-02-24,4.4179,0.016137,7609597000575.82,0.1072413793103448,,,
2020-02-25,4.4266,0.016137,7609597000575.82,0.1010344827586207,,,26.35239219665528
2020-02-26,4.4353,0.016137,7609597000575.82,0.0948275862068965,26.35239219665528,26.35239219665528,25.50022315979004
2020-02-27,4.4758,0.016137,7609597000575.82,0.0886206896551724,25.50022315979004,25.50022315979004,25.04635238647461
2020-02-28,4.4981,0.016137,7609597000575.82,0.0824137931034482,25.04635238647461,25.04635238647461,
2020-02-29,4.496733333333333,0.016137,7609597000575.82,0.0762068965517241,,,
2020-03-01,4.4953666666666665,0.016137,7609597000575.82,0.07,,,26.12082290649414
2020-03-02,4.494,0.016137,7609597000575.82,0.0577419354838709,26.12082290649414,26.12082290649414,24.221969604492188
2020-03-03,4.4877,0.016137,7609597000575.82,0.0454838709677419,24.221969604492188,24.221969604492188,24.69436836242676
2020-03-04,4.5252,0.016137,7609597000575.82,0.0332258064516129,24.69436836242676,24.69436836242676,23.712520599365234
2020-03-05,4.6201,0.016137,7609597000575.82,0.0209677419354838,23.712520599365234,23.712520599365234,21.40610885620117
2020-03-06,4.6453,0.016137,7609597000575.82,0.0087096774193548,21.40610885620117,21.40610885620117,
2020-03-07,4.675966666666667,0.016137,7609597000575.82,-0.0035483870967741,,,
2020-03-08,4.706633333333333,0.016137,7609597000575.82,-0.0158064516129032,,,18.52540779113769
2020-03-09,4.7373,0.016137,7609597000575.82,-0.0280645161290322,18.52540779113769,18.52540779113769,19.303476333618164
2020-03-10,4.6687,0.016137,7609597000575.82,-0.0403225806451612,19.303476333618164,19.303476333618164,17.136001586914062
2020-03-11,4.6732,0.016137,7609597000575.82,-0.0525806451612903,17.136001586914062,17.136001586914062,14.125622749328612
2020-03-12,4.8825,0.016137,7609597000575.82,-0.0648387096774193,14.125622749328612,14.125622749328612,15.274198532104492
2020-03-13,4.7355,0.016137,7609597000575.82,-0.0770967741935483,15.274198532104492,15.274198532104492,
2020-03-14,4.8058,0.016137,7609597000575.82,-0.0893548387096774,,,
2020-03-15,4.8761,0.016137,7609597000575.82,-0.1016129032258064,,,12.273082733154297
2020-03-16,4.9464,0.016137,7609597000575.82,-0.1138709677419354,12.273082733154297,12.273082733154297,13.199353218078612
2020-03-17,5.0489,0.016137,7609597000575.82,-0.1261290322580645,13.199353218078612,13.199353218078612,12.05077838897705
2020-03-18,5.1101,0.016137,7609597000575.82,-0.1383870967741935,12.05077838897705,12.05077838897705,13.801427841186523
2020-03-19,5.1437,0.014227,7609597000575.82,-0.1506451612903225,13.801427841186523,13.801427841186523,13.106725692749023
2020-03-20,5.0241,0.014227,7609597000575.82,-0.1629032258064516,13.106725692749023,13.106725692749023,
2020-03-21,5.042666666666666,0.014227,7609597000575.82,-0.1751612903225806,,,
2020-03-22,5.061233333333333,0.014227,7609597000575.82,-0.1874193548387097,,,12.995574951171877
2020-03-23,5.0798,0.014227,7609597000575.82,-0.1996774193548387,12.995574951171877,12.995574951171877,13.931107521057127
2020-03-24,5.0707,0.014227,7609597000575.82,-0.2119354838709677,13.931107521057127,13.931107521057127,14.736961364746094
2020-03-25,5.07,0.014227,7609597000575.82,-0.2241935483870967,14.736961364746094,14.736961364746094,14.7925386428833
2020-03-26,5.0004,0.014227,7609597000575.82,-0.2364516129032258,14.7925386428833,14.7925386428833,13.773640632629396
2020-03-27,5.1103,0.014227,7609597000575.82,-0.2487096774193548,13.773640632629396,13.773640632629396,
2020-03-28,5.1264666666666665,0.014227,7609597000575.82,-0.2609677419354839,,,
2020-03-29,5.142633333333333,0.014227,7609597000575.82,-0.2732258064516129,,,13.440183639526367
