Data,TaxaCambio,Selic,PIB,IPCA,"('VALE3.SA_Close', 'VALE3.SA')",Close_Feature,Close_Target
2020-01-01,4.0207,0.017089,7609597000575.82,0.21,,,32.831024169921875
2020-01-02,4.0207,0.017089,7609597000575.82,0.2112903225806451,32.831024169921875,32.831024169921875,32.58930587768555
2020-01-03,4.0516,0.017089,7609597000575.82,0.2125806451612903,32.58930587768555,32.58930587768555,
2020-01-04,4.052666666666666,0.017089,7609597000575.82,0.2138709677419354,,,
2020-01-05,4.053733333333334,0.017089,7609597000575.82,0.2151612903225806,,,32.39593505859375
2020-01-06,4.0548,0.017089,7609597000575.82,0.2164516129032258,32.39593505859375,32.39593505859375,32.63161087036133
2020-01-07,4.0835,0.017089,7609597000575.82,0.2177419354838709,32.63161087036133,32.63161087036133,32.63765335083008
2020-01-08,4.0666,0.017089,7609597000575.82,0.2190322580645161,32.63765335083008,32.63765335083008,32.20861053466797
2020-01-09,4.0738,0.017089,7609597000575.82,0.2203225806451612,32.20861053466797,32.20861053466797,32.244873046875
2020-01-10,4.0739,0.017089,7609597000575.82,0.2216129032258064,32.244873046875,32.244873046875,
2020-01-11,4.0927,0.017089,7609597000575.82,0.2229032258064516,,,
2020-01-12,4.1115,0.017089,7609597000575.82,0.2241935483870967,,,33.41718292236328
2020-01-13,4.1303,0.017089,7609597000575.82,0.2254838709677419,33.41718292236328,33.41718292236328,33.62264633178711
2020-01-14,4.1437,0.017089,7609597000575.82,0.2267741935483871,33.62264633178711,33.62264633178711,33.51387405395508
2020-01-15,4.1616,0.017089,7609597000575.82,0.2280645161290322,33.51387405395508,33.51387405395508,33.33863067626953
2020-01-16,4.172,0.017089,7609597000575.82,0.2293548387096774,33.33863067626953,33.33863067626953,34.444480895996094
2020-01-17,4.1831,0.017089,7609597000575.82,0.2306451612903226,34.444480895996094,34.444480895996094,
2020-01-18,4.182833333333333,0.017089,7609597000575.82,0.2319354838709677,,,
2020-01-19,4.182566666666666,0.017089,7609597000575.82,0.2332258064516129,,,34.66202163696289
2020-01-20,4.1823,0.017089,7609597000575.82,0.234516129032258,34.66202163696289,34.66202163696289,33.85831451416016
2020-01-21,4.2008,0.017089,7609597000575.82,0.2358064516129032,33.85831451416016,33.85831451416016,34.02147674560547
2020-01-22,4.1883,0.017089,7609597000575.82,0.2370967741935483,34.02147674560547,34.02147674560547,33.53804016113281
2020-01-23,4.1656,0.017089,7609597000575.82,0.2383870967741935,33.53804016113281,33.53804016113281,32.51074981689453
2020-01-24,4.1763,0.017089,7609597000575.82,0.2396774193548387,32.51074981689453,32.51074981689453,
2020-01-25,4.190533333333334,0.017089,7609597000575.82,0.2409677419354838,,,
2020-01-26,4.204766666666667,0.017089,7609597000575.82,0.242258064516129,,,30.52263641357422
2020-01-27,4.219,0.017089,7609597000575.82,0.2435483870967741,30.52263641357422,30.52263641357422,30.939599990844727
2020-01-28,4.2058,0.017089,7609597000575.82,0.2448387096774193,30.939599990844727,30.939599990844727,30.66767120361328
2020-01-29,4.2007,0.017089,7609597000575.82,0.2461290322580645,30.66767120361328,30.66767120361328,31.120885848999023
2020-01-30,4.2517,0.017089,7609597000575.82,0.2474193548387097,31.120885848999023,31.120885848999023,30.37761116027832
2020-01-31,4.2689,0.017089,7609597000575.82,0.2487096774193548,30.37761116027832,30.37761116027832,
2020-02-01,4.261566666666667,0.017089,7609597000575.82,0.25,,,
2020-02-02,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,,,30.76435661315918
2020-02-03,4.2469,0.017089,7609597000575.82,0.2375862068965517,30.76435661315918,30.76435661315918,31.5861873626709
2020-02-04,4.2375,0.017089,7609597000575.82,0.2313793103448276,31.5861873626709,31.5861873626709,32.02128219604492
2020-02-05,4.2443,0.017089,7609597000575.82,0.2251724137931034,32.02128219604492,32.02128219604492,32.19652557373047
2020-02-06,4.2471,0.016137,7609597000575.82,0.2189655172413793,32.19652557373047,32.19652557373047,31.48345947265625
2020-02-07,4.307,0.016137,7609597000575.82,0.2127586206896551,31.48345947265625,31.48345947265625,
2020-02-08,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,,
2020-02-09,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,,30.32926750183105
2020-02-10,4.3189,0.016137,7609597000575.82,0.1941379310344827,30.32926750183105,30.32926750183105,31.453245162963867
2020-02-11,4.3142,0.016137,7609597000575.82,0.1879310344827586,31.453245162963867,31.453245162963867,32.06962203979492
2020-02-12,4.336,0.016137,7609597000575.82,0.1817241379310344,32.06962203979492,32.06962203979492,31.50763511657715
2020-02-13,4.3383,0.016137,7609597000575.82,0.1755172413793103,31.50763511657715,31.50763511657715,30.818737030029297
2020-02-14,4.3157,0.016137,7609597000575.82,0.1693103448275862,30.818737030029297,30.818737030029297,
2020-02-15,4.3155,0.016137,7609597000575.82,0.163103448275862,,,
2020-02-16,4.3153,0.016137,7609597000575.82,0.1568965517241379,,,32.27507781982422
2020-02-17,4.3151,0.016137,7609597000575.82,0.1506896551724137,32.27507781982422,32.27507781982422,31.906463623046875
2020-02-18,4.3465,0.016137,7609597000575.82,0.1444827586206896,31.906463623046875,31.906463623046875,31.91250991821289
2020-02-19,4.3722,0.016137,7609597000575.82,0.1382758620689655,31.91250991821289,31.91250991821289,31.54388999938965
2020-02-20,4.3867,0.016137,7609597000575.82,0.1320689655172414,31.54388999938965,31.54388999938965,30.29301071166992
2020-02-21,4.3918,0.016137,7609597000575.82,0.1258620689655172,30.29301071166992,30.29301071166992,
2020-02-22,4.4005,0.016137,7609597000575.82,0.1196551724137931,,,
2020-02-23,4.4092,0.016137,7609597000575.82,0.1134482758620689,,,
2020-02-24,4.4179,0.016137,7609597000575.82,0.1072413793103448,,,
2020-02-25,4.4266,0.016137,7609597000575.82,0.1010344827586207,,,27.404510498046875
2020-02-26,4.4353,0.016137,7609597000575.82,0.0948275862068965,27.404510498046875,27.404510498046875,26.87273406982422
2020-02-27,4.4758,0.016137,7609597000575.82,0.0886206896551724,26.87273406982422,26.87273406982422,26.776046752929688
2020-02-28,4.4981,0.016137,7609597000575.82,0.0824137931034482,26.776046752929688,26.776046752929688,
2020-02-29,4.496733333333333,0.016137,7609597000575.82,0.0762068965517241,,,
2020-03-01,4.4953666666666665,0.016137,7609597000575.82,0.07,,,28.01484107971192
2020-03-02,4.494,0.016137,7609597000575.82,0.0577419354838709,28.01484107971192,28.01484107971192,28.008798599243164
2020-03-03,4.4877,0.016137,7609597000575.82,0.0454838709677419,28.008798599243164,28.008798599243164,29.350318908691406
2020-03-04,4.5252,0.016137,7609597000575.82,0.0332258064516129,29.350318908691406,29.350318908691406,28.31093978881836
2020-03-05,4.6201,0.016137,7609597000575.82,0.0209677419354838,28.31093978881836,28.31093978881836,26.957334518432617
2020-03-06,4.6453,0.016137,7609597000575.82,0.0087096774193548,26.957334518432617,26.957334518432617,
2020-03-07,4.675966666666667,0.016137,7609597000575.82,-0.0035483870967741,,,
2020-03-08,4.706633333333333,0.016137,7609597000575.82,-0.0158064516129032,,,22.860258102416992
2020-03-09,4.7373,0.016137,7609597000575.82,-0.0280645161290322,22.860258102416992,22.860258102416992,27.07819366455078
2020-03-10,4.6687,0.016137,7609597000575.82,-0.0403225806451612,27.07819366455078,27.07819366455078,24.618736267089844
2020-03-11,4.6732,0.016137,7609597000575.82,-0.0525806451612903,24.618736267089844,24.618736267089844,21.361618041992188
2020-03-12,4.8825,0.016137,7609597000575.82,-0.0648387096774193,21.361618041992188,21.361618041992188,25.92399787902832
2020-03-13,4.7355,0.016137,7609597000575.82,-0.0770967741935483,25.92399787902832,25.92399787902832,
2020-03-14,4.8058,0.016137,7609597000575.82,-0.0893548387096774,,,
2020-03-15,4.8761,0.016137,7609597000575.82,-0.1016129032258064,,,23.591449737548828
2020-03-16,4.9464,0.016137,7609597000575.82,-0.1138709677419354,23.591449737548828,23.591449737548828,25.08403587341309
2020-03-17,5.0489,0.016137,7609597000575.82,-0.1261290322580645,25.08403587341309,25.08403587341309,23.35577964782715
2020-03-18,5.1101,0.016137,7609597000575.82,-0.1383870967741935,23.35577964782715,23.35577964782715,21.99612236022949
2020-03-19,5.1437,0.014227,7609597000575.82,-0.1506451612903225,21.99612236022949,21.99612236022949,21.26493263244629
2020-03-20,5.0241,0.014227,7609597000575.82,-0.1629032258064516,21.26493263244629,21.26493263244629,
2020-03-21,5.042666666666666,0.014227,7609597000575.82,-0.1751612903225806,,,
2020-03-22,5.061233333333333,0.014227,7609597000575.82,-0.1874193548387097,,,20.606258392333984
2020-03-23,5.0798,0.014227,7609597000575.82,-0.1996774193548387,20.606258392333984,20.606258392333984,22.74544143676757
2020-03-24,5.0707,0.014227,7609597000575.82,-0.2119354838709677,22.74544143676757,22.74544143676757,24.685209274291992
2020-03-25,5.07,0.014227,7609597000575.82,-0.2241935483870967,24.685209274291992,24.685209274291992,25.3801383972168
2020-03-26,5.0004,0.014227,7609597000575.82,-0.2364516129032258,25.3801383972168,25.3801383972168,24.23198890686035
2020-03-27,5.1103,0.014227,7609597000575.82,-0.2487096774193548,24.23198890686035,24.23198890686035,
2020-03-28,5.1264666666666665,0.014227,7609597000575.82,-0.2609677419354839,,,
2020-03-29,5.142633333333333,0.014227,7609597000575.82,-0.2732258064516129,,,25.241153717041016
2020-03-30,5.1588,0.014227,7609597000575.82,-0.2854838709677419,25.241153717041016,25.241153717041016,26.117374420166016
2020-03-31,5.1981,0.014227,7609597000575.82,-0.2977419354838709,26.117374420166016,26.117374420166016,26.208017349243164
2020-04-01,5.2399,0.014227,7609597000575.82,-0.31,26.208017349243164,26.208017349243164,25.851482391357425
2020-04-02,5.2645,0.014227,7609597000575.82,-0.3123333333333333,25.851482391357425,25.851482391357425,24.473709106445312
2020-04-03,5.2991,0.014227,7609597000575.82,-0.3146666666666666,24.473709106445312,24.473709106445312,
2020-04-04,5.2815666666666665,0.014227,7609597000575.82,-0.317,,,
2020-04-05,5.264033333333334,0.014227,7609597000575.82,-0.3193333333333333,,,26.06299018859864
2020-04-06,5.2465,0.014227,7609597000575.82,-0.3216666666666666,26.06299018859864,26.06299018859864,26.455774307250977
2020-04-07,5.2211,0.014227,7609597000575.82,-0.324,26.455774307250977,26.455774307250977,26.292613983154297
2020-04-08,5.2117,0.014227,7609597000575.82,-0.3263333333333333,26.292613983154297,26.292613983154297,26.15363502502441
2020-04-09,5.0773,0.014227,7609597000575.82,-0.3286666666666666,26.15363502502441,26.15363502502441,
2020-04-10,5.103425,0.014227,7609597000575.82,-0.331,,,
2020-04-11,5.12955,0.014227,7609597000575.82,-0.3333333333333333,,,
2020-04-12,5.1556750000000005,0.014227,7609597000575.82,-0.3356666666666666,,,26.933164596557617
2020-04-13,5.1818,0.014227,7609597000575.82,-0.338,26.933164596557617,26.933164596557617,26.90899085998535
2020-04-14,5.1852,0.014227,7609597000575.82,-0.3403333333333333,26.90899085998535,26.90899085998535,26.099241256713867
2020-04-15,5.2573,0.014227,7609597000575.82,-0.3426666666666667,26.099241256713867,26.099241256713867,25.839401245117188
2020-04-16,5.2371,0.014227,7609597000575.82,-0.345,25.839401245117188,25.839401245117188,26.58872032165528
2020-04-17,5.2567,0.014227,7609597000575.82,-0.3473333333333333,26.58872032165528,26.58872032165528,
2020-04-18,5.2655,0.014227,7609597000575.82,-0.3496666666666667,,,
2020-04-19,5.2743,0.014227,7609597000575.82,-0.352,,,25.65811538696289
2020-04-20,5.2831,0.014227,7609597000575.82,-0.3543333333333333,25.65811538696289,25.65811538696289,
2020-04-21,5.333600000000001,0.014227,7609597000575.82,-0.3566666666666667,,,25.92399787902832
2020-04-22,5.3841,0.014227,7609597000575.82,-0.359,25.92399787902832,25.92399787902832,26.292613983154297
2020-04-23,5.4461,0.014227,7609597000575.82,-0.3613333333333333,26.292613983154297,26.292613983154297,26.443687438964844
2020-04-24,5.6504,0.014227,7609597000575.82,-0.3636666666666667,26.443687438964844,26.443687438964844,
2020-04-25,5.645333333333333,0.014227,7609597000575.82,-0.366,,,
2020-04-26,5.640266666666667,0.014227,7609597000575.82,-0.3683333333333333,,,26.92107391357422
