Price,BEEF3.SA_Close
Ticker,BEEF3.SA
Date,
2020-01-02,9.78633975982666
2020-01-03,10.043258666992188
2020-01-06,10.035477638244629
2020-01-07,10.494817733764648
2020-01-08,10.611599922180176
2020-01-09,10.448104858398438
2020-01-10,10.401391983032227
2020-01-13,11.335648536682129
2020-01-14,11.250007629394531
2020-01-15,11.4015474319458
2020-01-16,11.868692398071289
2020-01-17,11.757845878601074
2020-01-20,11.773680686950684
2020-01-21,12.050802230834961
2020-01-22,11.124425888061523
2020-01-23,11.298616409301758
2020-01-24,10.372241973876953
2020-01-27,9.525041580200195
2020-01-28,9.620055198669434
2020-01-29,9.4458646774292
2020-01-30,9.042060852050781
2020-01-31,9.4458646774292
2020-02-03,9.74673843383789
2020-02-04,9.532958984375
2020-02-05,9.580467224121094
2020-02-06,9.422112464904785
2020-02-07,8.8441162109375
2020-02-10,8.456147193908691
2020-02-11,9.018306732177734
2020-02-12,9.232086181640625
2020-02-13,9.374604225158691
2020-02-14,9.335017204284668
2020-02-17,9.699234008789062
2020-02-18,9.897175788879395
2020-02-19,9.936763763427734
2020-02-20,9.82591724395752
2020-02-21,10.103038787841797
2020-02-26,9.34293270111084
2020-02-27,9.216249465942383
2020-02-28,9.200414657592773
2020-03-02,9.564630508422852
2020-03-03,9.477535247802734
2020-03-04,9.65964412689209
2020-03-05,8.947047233581543
2020-03-06,8.23444938659668
2020-03-09,6.7617506980896
2020-03-10,7.007200717926025
2020-03-11,6.777586460113525
2020-03-12,5.518665313720703
2020-03-13,6.302521228790283
2020-03-16,5.542418479919434
2020-03-17,5.629513740539551
2020-03-18,5.225708484649658
2020-03-19,6.175837516784668
2020-03-20,6.120413780212402
2020-03-23,6.492547988891602
2020-03-24,6.6509013175964355
2020-03-25,6.484629154205322
2020-03-26,6.096660614013672
2020-03-27,6.175837516784668
2020-03-30,6.215426921844482
2020-03-31,6.2946038246154785
2020-04-01,6.532135963439941
2020-04-02,6.785504341125488
2020-04-03,6.928023338317871
2020-04-06,7.1259660720825195
2020-04-07,7.094295501708984
2020-04-08,6.8963518142700195
2020-04-09,6.833010673522949
2020-04-13,7.220979690551758
2020-04-14,7.347663879394531
2020-04-15,7.418922424316406
2020-04-16,7.838562965393066
2020-04-17,7.521853446960449
2020-04-20,7.521853446960449
2020-04-22,8.004836082458496
2020-04-23,7.98900032043457
2020-04-24,8.020671844482422
2020-04-27,8.891622543334961
2020-04-28,9.422112464904785
2020-04-29,9.738821029663086
2020-04-30,9.70715045928955
2020-05-04,10.015942573547363
2020-05-05,9.897175788879395
2020-05-06,10.198051452636719
2020-05-07,10.942317962646484
2020-05-08,10.926484107971191
2020-05-11,10.649361610412598
2020-05-12,11.4015474319458
2020-05-13,11.377793312072754
2020-05-14,11.346122741699219
2020-05-15,11.393630027770996
2020-05-18,10.261391639709473
2020-05-19,10.768128395080566
2020-05-20,10.419745445251465
2020-05-21,10.039694786071777
2020-05-22,10.182214736938477
2020-05-25,10.000106811523438
2020-05-26,10.15846061706543
2020-05-27,10.459335327148438
2020-05-28,10.332651138305664
2020-05-29,10.601855278015137
2020-06-01,10.356405258178711
2020-06-02,10.198051452636719
2020-06-03,9.857587814331055
2020-06-04,10.57810115814209
2020-06-05,10.300980567932129
2020-06-08,10.332651138305664
2020-06-09,9.968436241149902
2020-06-10,10.110955238342285
2020-06-12,10.348487854003906
2020-06-15,10.372241973876953
2020-06-16,11.029414176940918
2020-06-17,10.625608444213867
2020-06-18,10.657279014587402
2020-06-19,10.799798965454102
2020-06-22,10.277226448059082
2020-06-23,10.245556831359863
2020-06-24,10.411828994750977
2020-06-25,10.253474235534668
2020-06-26,10.126790046691895
2020-06-29,10.261391639709473
2020-06-30,10.411828994750977
2020-07-01,10.16637897491455
2020-07-02,10.142624855041504
2020-07-03,10.451416969299316
2020-07-06,10.546429634094238
2020-07-07,10.847305297851562
2020-07-08,10.760210037231445
2020-07-09,10.49892520904541
2020-07-10,10.64144229888916
2020-07-13,10.340571403503418
2020-07-14,10.720623016357422
2020-07-15,11.259027481079102
2020-07-16,10.80771541595459
2020-07-17,11.259027481079102
2020-07-20,11.35404109954834
2020-07-21,11.377793312072754
2020-07-22,11.298616409301758
2020-07-23,11.084836959838867
2020-07-24,11.084836959838867
2020-07-27,11.14818000793457
2020-07-28,11.670750617980957
2020-07-29,11.156098365783691
2020-07-30,11.061083793640137
2020-07-31,10.75229263305664
2020-08-03,10.625608444213867
2020-08-04,10.443501472473145
2020-08-05,10.53851318359375
2020-08-06,10.483088493347168
2020-08-07,10.380158424377441
2020-08-10,10.348487854003906
2020-08-11,10.316815376281738
2020-08-12,10.491007804870605
2020-08-13,10.213885307312012
2020-08-14,10.324734687805176
2020-08-17,10.514759063720703
2020-08-18,10.617691993713379
2020-08-19,10.633527755737305
2020-08-20,10.712702751159668
2020-08-21,10.831469535827637
2020-08-24,10.942317962646484
2020-08-25,10.712702751159668
2020-08-26,10.704784393310547
2020-08-27,10.435582160949707
2020-08-28,10.459335327148438
2020-08-31,10.3643217086792
2020-09-01,10.22180461883545
2020-09-02,10.237639427185059
2020-09-03,10.047613143920898
2020-09-04,10.079282760620117
2020-09-08,9.944684028625488
2020-09-09,10.031778335571289
2020-09-10,10.237639427185059
2020-09-11,10.237639427185059
2020-09-14,10.506842613220215
2020-09-15,10.958154678344727
2020-09-16,10.562267303466797
2020-09-17,10.419745445251465
2020-09-18,10.403911590576172
2020-09-21,10.20596694946289
2020-09-22,10.023859024047852
2020-09-23,9.762575149536133
2020-09-24,9.612137794494629
2020-09-25,9.461700439453125
2020-09-28,8.9866361618042
2020-09-29,8.883706092834473
2020-09-30,9.295427322387695
2020-10-01,9.144990921020508
2020-10-02,8.907458305358887
2020-10-05,8.9866361618042
2020-10-06,8.66992473602295
2020-10-07,8.733267784118652
2020-10-08,8.923295021057129
2020-10-09,8.717432975769043
2020-10-13,8.836199760437012
2020-10-14,9.065812110900879
2020-10-15,9.026224136352539
2020-10-16,9.026224136352539
2020-10-19,8.931212425231934
2020-10-20,9.121237754821777
2020-10-21,8.915375709533691
2020-10-22,8.891622543334961
2020-10-23,8.709514617919922
2020-10-26,8.788691520690918
2020-10-27,8.503653526306152
2020-10-28,8.17110824584961
2020-10-29,8.155272483825684
2020-10-30,7.893988132476807
2020-11-03,7.783140182495117
2020-11-04,7.86231803894043
2020-11-05,8.147355079650879
2020-11-06,8.23444938659668
2020-11-09,8.159618377685547
2020-11-10,8.297642707824707
2020-11-11,8.15149974822998
2020-11-12,8.143381118774414
2020-11-13,8.07030963897705
2020-11-16,8.005356788635254
2020-11-17,7.956643581390381
2020-11-18,8.240808486938477
2020-11-19,8.07030963897705
2020-11-23,8.15149974822998
2020-11-24,8.338237762451172
2020-11-25,8.273285865783691
2020-11-26,8.232690811157227
2020-11-27,8.224571228027344
2020-11-30,8.143381118774414
2020-12-01,7.981001377105713
2020-12-02,7.899809837341309
2020-12-03,7.9647626876831055
2020-12-04,7.981001377105713
2020-12-07,8.127142906188965
2020-12-08,8.200214385986328
2020-12-09,8.054071426391602
2020-12-10,7.9972381591796875
2020-12-11,8.078428268432617
2020-12-14,8.02159595489502
2020-12-15,8.013476371765137
2020-12-16,8.354475021362305
2020-12-17,8.24892807006836
2020-12-18,8.419427871704102
