Price,SUZB3.SA_Close
Ticker,SUZB3.SA
Date,
2020-01-02,36.264060974121094
2020-01-03,36.13959503173828
2020-01-06,36.077362060546875
2020-01-07,36.53965377807617
2020-01-08,38.36219787597656
2020-01-09,38.264400482177734
2020-01-10,38.32664108276367
2020-01-13,39.7402229309082
2020-01-14,39.340145111083984
2020-01-15,39.953590393066406
2020-01-16,39.384605407714844
2020-01-17,38.92230224609375
2020-01-20,38.184391021728516
2020-01-21,37.96213150024414
2020-01-22,39.87356948852539
2020-01-23,39.51795959472656
2020-01-24,39.0023078918457
2020-01-27,36.388526916503906
2020-01-28,37.02864074707031
2020-01-29,36.468544006347656
2020-01-30,36.0151252746582
2020-01-31,35.26832962036133
2020-02-03,35.1171989440918
2020-02-04,34.57487869262695
2020-02-05,34.139251708984375
2020-02-06,34.583770751953125
2020-02-07,33.46357345581055
2020-02-10,32.894588470458984
2020-02-11,34.219261169433594
2020-02-12,35.561710357666016
2020-02-13,36.717472076416016
2020-02-14,35.392799377441406
2020-02-17,35.561710357666016
2020-02-18,35.6506233215332
2020-02-19,35.712852478027344
2020-02-20,35.73063278198242
2020-02-21,36.824153900146484
2020-02-26,34.31705093383789
2020-02-27,33.899208068847656
2020-02-28,33.9080924987793
2020-03-02,35.250553131103516
2020-03-03,35.50836944580078
2020-03-04,38.70893096923828
2020-03-05,37.89100646972656
2020-03-06,35.58838653564453
2020-03-09,33.73917770385742
2020-03-10,34.54821014404297
2020-03-11,31.52545928955078
2020-03-12,26.440134048461914
2020-03-13,28.07597541809082
2020-03-16,25.22214698791504
2020-03-17,24.893199920654297
2020-03-18,21.88823699951172
2020-03-19,24.29754066467285
2020-03-20,24.35088539123535
2020-03-23,25.604433059692383
2020-03-24,25.693340301513672
2020-03-25,26.093408584594727
2020-03-26,24.937652587890625
2020-03-27,29.222843170166016
2020-03-30,30.218570709228516
2020-03-31,31.818849563598633
2020-04-01,33.232425689697266
2020-04-02,35.47281265258789
2020-04-03,35.383907318115234
2020-04-06,35.579498291015625
2020-04-07,33.063507080078125
2020-04-08,33.74806213378906
2020-04-09,31.472116470336914
2020-04-13,32.33448791503906
2020-04-14,33.78363037109375
2020-04-15,33.09906768798828
2020-04-16,32.165565490722656
2020-04-17,31.863298416137695
2020-04-20,31.04537582397461
2020-04-22,31.303199768066406
2020-04-23,32.5034065246582
2020-04-24,34.788246154785156
2020-04-27,35.6506233215332
2020-04-28,34.36151123046875
2020-04-29,34.423744201660156
2020-04-30,35.03717803955078
2020-05-04,36.00623321533203
2020-05-05,36.98418045043945
2020-05-06,37.22422409057617
2020-05-07,40.01581954956055
2020-05-08,42.09617614746094
2020-05-11,42.318443298339844
2020-05-12,43.16303634643555
2020-05-13,44.976680755615234
2020-05-14,42.265098571777344
2020-05-15,40.033599853515625
2020-05-18,36.610782623291016
2020-05-19,37.12643051147461
2020-05-20,35.783973693847656
2020-05-21,34.21036911010742
2020-05-22,34.32594680786133
2020-05-25,33.51691436767578
2020-05-26,33.67694854736328
2020-05-27,34.14813232421875
2020-05-28,34.10368728637695
2020-05-29,33.6591682434082
2020-06-01,34.18369674682617
2020-06-02,34.15702438354492
2020-06-03,33.899208068847656
2020-06-04,35.4283561706543
2020-06-05,34.05033874511719
2020-06-08,33.925872802734375
2020-06-09,33.93476486206055
2020-06-10,33.899208068847656
2020-06-12,32.90347671508789
2020-06-15,34.219261169433594
2020-06-16,33.872535705566406
2020-06-17,34.583770751953125
2020-06-18,35.161643981933594
2020-06-19,35.1171989440918
2020-06-22,34.66378402709961
2020-06-23,33.819190979003906
2020-06-24,34.31705093383789
2020-06-25,33.85475540161133
2020-06-26,33.67694854736328
2020-06-29,33.54358673095703
2020-06-30,32.7078857421875
2020-07-01,33.01905059814453
2020-07-02,32.73456573486328
2020-07-03,33.1346321105957
2020-07-06,32.80568313598633
2020-07-07,32.174461364746094
