Price,JBSS3.SA_Close
Ticker,JBSS3.SA
Date,
2020-01-02,19.25687599182129
2020-01-03,19.448028564453125
2020-01-06,18.98784637451172
2020-01-07,19.32767105102539
2020-01-08,19.802013397216797
2020-01-09,20.042724609375
2020-01-10,19.936527252197266
2020-01-13,20.340070724487305
2020-01-14,20.318832397460938
2020-01-15,20.255117416381836
2020-01-16,20.396711349487305
2020-01-17,21.062206268310547
2020-01-20,21.111764907836914
2020-01-21,21.30291748046875
2020-01-22,21.274599075317383
2020-01-23,21.111764907836914
2020-01-24,20.743616104125977
2020-01-27,19.32767105102539
2020-01-28,19.957767486572266
2020-01-29,19.39139175415039
2020-01-30,19.079883575439453
2020-01-31,19.525901794433594
2020-02-03,19.908212661743164
2020-02-04,19.45510482788086
2020-02-05,19.271032333374023
2020-02-06,18.96660804748535
2020-02-07,18.173675537109375
2020-02-10,18.060400009155273
2020-02-11,18.378986358642578
2020-02-12,18.272790908813477
2020-02-13,18.61261749267578
2020-02-14,18.251550674438477
2020-02-17,18.272790908813477
2020-02-18,18.19491195678711
2020-02-19,18.973684310913086
2020-02-20,18.25863265991211
2020-02-21,18.39314842224121
2020-02-26,16.644451141357422
2020-02-27,15.993117332458496
2020-02-28,16.070993423461914
2020-03-02,16.58073616027832
2020-03-03,16.056838989257812
2020-03-04,16.778966903686523
2020-03-05,15.717009544372559
2020-03-06,14.874520301818848
2020-03-09,12.74351978302002
2020-03-10,14.697525024414062
2020-03-11,13.437332153320312
2020-03-12,11.858553886413574
2020-03-13,14.775402069091797
2020-03-16,12.665640830993652
2020-03-17,13.189543724060059
2020-03-18,11.929351806640625
2020-03-19,14.159466743469238
2020-03-20,13.57892894744873
2020-03-23,13.692203521728516
2020-03-24,15.023194313049316
2020-03-25,15.610810279846191
2020-03-26,15.483377456665039
2020-03-27,14.789562225341797
2020-03-30,15.270986557006836
2020-03-31,14.400177955627441
2020-04-01,15.412578582763672
2020-04-02,14.79664134979248
2020-04-03,14.442656517028809
2020-04-06,14.931159019470215
2020-04-07,14.053272247314453
2020-04-08,13.706364631652832
2020-04-09,13.451492309570312
2020-04-13,13.989553451538086
2020-04-14,14.230263710021973
2020-04-15,14.697525024414062
2020-04-16,14.732925415039062
2020-04-17,15.086910247802734
2020-04-20,15.115230560302734
2020-04-22,15.433818817138672
2020-04-23,15.433818817138672
2020-04-24,15.249744415283203
2020-04-27,16.55241584777832
2020-04-28,16.934722900390625
2020-04-29,17.38424301147461
2020-04-30,17.268348693847656
2020-05-04,16.493303298950195
2020-05-05,16.486059188842773
2020-05-06,16.717849731445312
2020-05-07,17.6667423248291
2020-05-08,16.985857009887695
2020-05-11,16.775798797607422
2020-05-12,17.1959171295166
2020-05-13,18.289674758911133
2020-05-14,17.710201263427734
2020-05-15,16.898937225341797
2020-05-18,15.783448219299316
2020-05-19,15.428516387939453
2020-05-20,15.24743366241455
2020-05-21,14.776609420776367
2020-05-22,14.957693099975586
2020-05-25,15.051860809326172
2020-05-26,14.972184181213379
2020-05-27,15.761714935302734
2020-05-28,15.935558319091797
2020-05-29,15.91383171081543
2020-06-01,15.906583786010742
2020-06-02,15.797932624816895
2020-06-03,14.921480178833008
2020-06-04,15.551655769348145
2020-06-05,15.17499828338623
2020-06-08,15.855878829956055
2020-06-09,15.979016304016113
2020-06-10,16.000747680664062
2020-06-12,15.921070098876953
2020-06-15,15.566142082214355
2020-06-16,15.609601020812988
2020-06-17,16.210805892944336
2020-06-18,16.26151466369629
2020-06-19,16.196319580078125
2020-06-22,15.682037353515625
2020-06-23,15.595117568969727
2020-06-24,15.812420845031738
2020-06-25,15.725497245788574
2020-06-26,15.341597557067871
2020-06-29,15.276407241821289
2020-06-30,15.319867134094238
2020-07-01,15.131536483764648
2020-07-02,15.428516387939453
2020-07-03,15.899340629577637
2020-07-06,16.16734504699707
2020-07-07,16.623682022094727
2020-07-08,16.384653091430664
2020-07-09,16.10940170288086
2020-07-10,16.54400634765625
2020-07-13,16.10940170288086
2020-07-14,15.942802429199219
2020-07-15,16.044208526611328
2020-07-16,15.515438079833984
2020-07-17,16.145618438720703
2020-07-20,16.413623809814453
2020-07-21,16.13113021850586
2020-07-22,15.979016304016113
2020-07-23,16.196319580078125
2020-07-24,15.986262321472168
2020-07-27,15.921070098876953
2020-07-28,16.11664390563965
2020-07-29,16.058698654174805
2020-07-30,15.91383171081543
2020-07-31,15.602359771728516
2020-08-03,16.297727584838867
2020-08-04,15.906583786010742
2020-08-05,15.797932624816895
2020-08-06,15.971774101257324
2020-08-07,15.696524620056152
2020-08-10,15.899340629577637
2020-08-11,15.797932624816895
2020-08-12,16.20356559753418
2020-08-13,16.044208526611328
2020-08-14,16.8772029876709
2020-08-17,17.304567337036133
2020-08-18,17.2828369140625
2020-08-19,17.82609748840332
2020-08-20,17.69571304321289
2020-08-21,17.659494400024414
2020-08-24,17.76090431213379
2020-08-25,17.224891662597656
2020-08-26,16.913421630859375
2020-08-27,16.732336044311523
2020-08-28,16.572978973388672
2020-08-31,16.2542724609375
2020-09-01,16.152860641479492
2020-09-02,16.341188430786133
2020-09-03,15.942802429199219
2020-09-04,15.841394424438477
2020-09-08,15.826906204223633
2020-09-09,15.935558319091797
2020-09-10,16.3194637298584
2020-09-11,16.3194637298584
2020-09-14,16.812013626098633
2020-09-15,17.45667839050293
2020-09-16,16.906179428100586
2020-09-17,16.869958877563477
2020-09-18,16.85547637939453
2020-09-21,16.652660369873047
2020-09-22,16.297727584838867
2020-09-23,15.660306930541992
2020-09-24,15.68928337097168
2020-09-25,15.645821571350098
2020-09-28,14.935961723327637
2020-09-29,14.74763298034668
2020-09-30,14.972184181213379
2020-10-01,14.856287002563477
2020-10-02,14.544818878173828
2020-10-05,14.820069313049316
2020-10-06,14.566550254821777
2020-10-07,14.457894325256348
2020-10-08,14.573792457580566
2020-10-09,13.97983169555664
2020-10-13,14.247838020324707
2020-10-14,15.558899879455566
2020-10-15,16.225296020507812
2020-10-16,16.804771423339844
2020-10-19,16.036964416503906
2020-10-20,16.196319580078125
2020-10-21,16.000747680664062
