Price,PETR4.SA_Close
Ticker,PETR4.SA
Date,
2020-01-02,9.818024635314941
2020-01-03,9.738075256347656
2020-01-06,9.853201866149902
2020-01-07,9.814828872680664
2020-01-08,9.754063606262207
2020-01-09,9.72208309173584
2020-01-10,9.680508613586426
2020-01-13,9.699697494506836
2020-01-14,9.594161033630371
2020-01-15,9.450246810913086
2020-01-16,9.440656661987305
2020-01-17,9.54619026184082
2020-01-20,9.594161033630371
2020-01-21,9.472636222839355
2020-01-22,9.367098808288574
2020-01-23,9.482229232788086
2020-01-24,9.3702974319458
2020-01-27,8.964144706726074
2020-01-28,9.210394859313965
2020-01-29,9.226386070251465
2020-01-30,9.255168914794922
2020-01-31,9.098461151123047
2020-02-03,9.012116432189941
2020-02-04,9.156027793884277
2020-02-05,9.079273223876953
2020-02-06,9.331920623779297
2020-02-07,9.251968383789062
2020-02-10,9.315930366516113
2020-02-11,9.427861213684082
2020-02-12,9.635735511779785
2020-02-13,9.504616737365723
2020-02-14,9.408675193786621
2020-02-17,9.389487266540527
2020-02-18,9.514209747314453
2020-02-19,9.77005386352539
2020-02-20,9.568575859069824
2020-02-21,9.31912899017334
2020-02-26,8.382098197937012
2020-02-27,8.091075897216797
2020-02-28,8.103869438171387
2020-03-02,8.48443603515625
2020-03-03,8.330928802490234
2020-03-04,8.599566459655762
2020-03-05,8.08788013458252
2020-03-06,7.301157474517822
2020-03-09,5.132876396179199
2020-03-10,5.615782260894775
2020-03-11,5.068915843963623
2020-03-12,4.029547691345215
2020-03-13,4.9250030517578125
2020-03-16,4.186252593994141
2020-03-17,4.157469749450684
2020-03-18,3.610602855682373
2020-03-19,3.9048244953155518
2020-03-20,3.8376641273498535
2020-03-23,3.6777617931365967
2020-03-24,4.237421035766602
2020-03-25,4.579613208770752
2020-03-26,4.601999759674072
2020-03-27,4.253411769866943
2020-03-30,4.278995513916016
2020-03-31,4.474076747894287
2020-04-01,4.573216438293457
2020-04-02,4.96018123626709
2020-04-03,4.905815124511719
2020-04-06,5.043330669403076
2020-04-07,5.244807720184326
2020-04-08,5.539029121398926
2020-04-09,5.37912654876709
2020-04-13,5.414305210113525
2020-04-14,5.350343227386475
2020-04-15,5.2384114265441895
2020-04-16,5.027340412139893
2020-04-17,5.1584601402282715
2020-04-20,5.100895404815674
2020-04-22,5.356740474700928
2020-04-23,5.420701503753662
2020-04-24,5.100895404815674
2020-04-27,5.260798454284668
2020-04-28,5.516643524169922
2020-04-29,5.820457935333252
2020-04-30,5.772486686706543
2020-05-04,5.5582170486450195
2020-05-05,5.737308502197266
2020-05-06,5.526236534118652
2020-05-07,5.5774054527282715
2020-05-08,5.9100022315979
2020-05-11,5.804467678070068
2020-05-12,5.801269054412842
2020-05-13,5.6253767013549805
2020-05-14,5.5646138191223145
2020-05-15,5.48466157913208
2020-05-18,5.929191589355469
2020-05-19,5.973963737487793
2020-05-20,6.172243595123291
2020-05-21,6.137064456939697
2020-05-22,5.970767498016357
2020-05-25,6.229809284210205
2020-05-26,6.290571212768555
2020-05-27,6.373720645904541
2020-05-28,6.322551727294922
2020-05-29,6.504841327667236
2020-06-01,6.50164270401001
2020-06-02,6.84383487701416
2020-06-03,6.866220474243164
2020-06-04,6.853429794311523
2020-06-05,7.067699432373047
2020-06-08,7.205215930938721
2020-06-09,6.946173667907715
2020-06-10,6.84383487701416
2020-06-12,6.587990760803223
2020-06-15,6.619970798492432
2020-06-16,6.834239482879639
2020-06-17,6.856626510620117
2020-06-18,6.907795429229736
2020-06-19,6.866220474243164
2020-06-22,6.699923992156982
2020-06-23,6.923784255981445
2020-06-24,6.715912818908691
2020-06-25,6.866220474243164
2020-06-26,6.664744853973389
2020-06-29,6.9269843101501465
2020-06-30,6.891804218292236
2020-07-01,6.942973613739014
2020-07-02,7.054906845092773
2020-07-03,7.029322147369385
2020-07-06,7.198818683624268
2020-07-07,7.109272480010986
2020-07-08,7.243592262268066
2020-07-09,7.0804901123046875
2020-07-10,7.198818683624268
2020-07-13,7.086886405944824
2020-07-14,7.323543071746826
2020-07-15,7.464259147644043
2020-07-16,7.2659783363342285
2020-07-17,7.272374629974365
2020-07-20,7.272374629974365
2020-07-21,7.473851680755615
2020-07-22,7.3715128898620605
2020-07-23,7.218151569366455
2020-07-24,7.269322872161865
2020-07-27,7.41963529586792
2020-07-28,7.291707992553711
2020-07-29,7.41003942489624
2020-07-30,7.298105239868164
2020-07-31,7.099822044372559
2020-08-03,6.971896171569824
2020-08-04,6.965500831604004
2020-08-05,7.413237571716309
2020-08-06,7.42603063583374
2020-08-07,7.288510799407959
2020-08-10,7.49958610534668
2020-08-11,7.381257057189941
2020-08-12,7.509180068969727
2020-08-13,7.304500579833984
2020-08-14,7.250133991241455
2020-08-17,7.227745532989502
2020-08-18,7.362068176269531
2020-08-19,7.320492267608643
2020-08-20,7.269322872161865
2020-08-21,7.214954376220703
2020-08-24,7.346076011657715
2020-08-25,7.314094066619873
2020-08-26,7.106217384338379
2020-08-27,7.083829402923584
2020-08-28,7.208557605743408
2020-08-31,7.000678062438965
2020-09-01,7.314094066619873
2020-09-02,7.291707992553711
2020-09-03,7.317293167114258
2020-09-04,7.330084800720215
2020-09-08,7.1190104484558105
2020-09-09,7.269322872161865
2020-09-10,7.0742363929748535
2020-09-11,6.997481822967529
2020-09-14,6.933518886566162
2020-09-15,6.930319786071777
2020-09-16,6.94951057434082
2020-09-17,7.083829402923584
2020-09-18,6.923923969268799
2020-09-21,6.684066295623779
2020-09-22,6.6520843505859375
2020-09-23,6.469791889190674
2020-09-24,6.524160385131836
2020-09-25,6.437810897827148
2020-09-28,6.277904033660889
2020-09-29,6.175565719604492
2020-09-30,6.271509170532227
2020-10-01,6.348264217376709
2020-10-02,6.082820415496826
2020-10-05,6.4058308601379395
2020-10-06,6.373847961425781
2020-10-07,6.329075813293457
2020-10-08,6.536952495574951
2020-10-09,6.332273483276367
2020-10-13,6.437810897827148
2020-10-14,6.386640548706055
2020-10-15,6.316282272338867
2020-10-16,6.1819610595703125
2020-10-19,6.2427263259887695
2020-10-20,6.45380163192749
2020-10-21,6.447406768798828
2020-10-22,6.664877891540527
2020-10-23,6.578528881072998
2020-10-26,6.476189136505127
2020-10-27,6.3578572273254395
2020-10-28,5.970886707305908
2020-10-29,6.169169902801514
2020-10-30,6.057234764099121
2020-11-03,6.284300804138184
