Price,CSNA3.SA_Close
Ticker,CSNA3.SA
Date,
2020-01-02,9.882617950439453
2020-01-03,9.80861759185791
2020-01-06,9.56643009185791
2020-01-07,9.56643009185791
2020-01-08,9.552974700927734
2020-01-09,9.452062606811523
2020-01-10,9.559701919555664
2020-01-13,10.138261795043945
2020-01-14,9.97680377960205
2020-01-15,9.842254638671875
2020-01-16,9.929712295532227
2020-01-17,9.943164825439453
2020-01-20,10.158445358276367
2020-01-21,9.862436294555664
2020-01-22,10.548636436462402
2020-01-23,10.420814514160156
2020-01-24,10.030623435974121
2020-01-27,9.250239372253418
2020-01-28,9.176238059997559
2020-01-29,8.98786735534668
2020-01-30,9.021505355834961
2020-01-31,8.678406715393066
2020-02-03,8.759136199951172
2020-02-04,8.913867950439453
2020-02-05,8.947504043579102
2020-02-06,8.893684387207031
2020-02-07,8.55731201171875
2020-02-10,8.180575370788574
2020-02-11,8.55731201171875
2020-02-12,8.732224464416504
2020-02-13,8.738951683044434
2020-02-14,8.516947746276855
2020-02-17,8.806227684020996
2020-02-18,8.960959434509277
2020-02-19,9.102235794067383
2020-02-20,8.893684387207031
2020-02-21,8.833138465881348
2020-02-26,7.871112823486328
2020-02-27,7.615469932556152
2020-02-28,7.521285533905029
2020-03-02,8.30839729309082
2020-03-03,8.187302589416504
2020-03-04,8.288215637207031
2020-03-05,8.039299011230469
2020-03-06,7.474194049835205
2020-03-09,5.583781719207764
2020-03-10,6.303617477416992
2020-03-11,5.395412445068359
2020-03-12,4.426660060882568
2020-03-13,5.348320484161377
2020-03-16,4.843761444091797
2020-03-17,5.213770866394043
2020-03-18,4.5141167640686035
2020-03-19,4.278656005859375
2020-03-20,4.144107818603516
2020-03-23,3.901919364929199
2020-03-24,3.901919364929199
2020-03-25,4.406477451324463
2020-03-26,4.776487350463867
2020-03-27,4.554481506347656
2020-03-30,4.749577522277832
2020-03-31,4.69575834274292
2020-04-01,4.601573944091797
2020-04-02,4.689030170440674
2020-04-03,4.204653739929199
2020-04-06,4.406477451324463
2020-04-07,4.675576210021973
2020-04-08,4.985037803649902
2020-04-09,4.82357931137085
2020-04-13,4.931218147277832
2020-04-14,5.00521993637085
2020-04-15,4.904308795928955
2020-04-16,5.00521993637085
2020-04-17,5.106131553649902
2020-04-20,4.924491882324219
2020-04-22,4.93794584274292
2020-04-23,5.045584678649902
2020-04-24,4.763031959533691
2020-04-27,4.877398490905762
2020-04-28,5.254135608673096
2020-04-29,6.074884414672852
2020-04-30,6.027791976928711
2020-05-04,5.542174816131592
2020-05-05,5.360354900360107
2020-05-06,5.45463228225708
2020-05-07,5.7235307693481445
2020-05-08,5.7370147705078125
2020-05-11,5.406680583953857
2020-05-12,5.312299728393555
2020-05-13,5.069606304168701
2020-05-14,5.656116962432861
2020-05-15,5.312299728393555
2020-05-18,5.581959247589111
2020-05-19,5.892069339752197
2020-05-20,5.777463436126709
2020-05-21,5.74375581741333
2020-05-22,5.7302727699279785
2020-05-25,5.824653625488281
2020-05-26,5.750496864318848
2020-05-27,6.370715618133545
2020-05-28,6.478578090667725
2020-05-29,6.957224369049072
2020-06-01,6.977450370788574
2020-06-02,7.247109889984131
2020-06-03,7.145987510681152
2020-06-04,7.071831226348877
2020-06-05,7.166212558746338
2020-06-08,8.39316463470459
2020-06-09,8.123504638671875
2020-06-10,7.739239692687988
2020-06-12,7.328007221221924
2020-06-15,7.152729511260986
2020-06-16,7.617892265319824
2020-06-17,7.5235114097595215
2020-06-18,7.85384464263916
2020-06-19,7.557218074798584
2020-06-22,7.496545791625977
2020-06-23,7.6718244552612305
2020-06-24,7.469578266143799
2020-06-25,7.503287315368652
2020-06-26,7.220143795013428
2020-06-29,7.112279891967773
2020-06-30,7.1999192237854
2020-07-01,7.139244556427002
2020-07-02,7.32126522064209
2020-07-03,7.220143795013428
2020-07-06,7.55047607421875
2020-07-07,7.375197410583496
2020-07-08,7.658341884613037
2020-07-09,7.469578266143799
2020-07-10,7.5707011222839355
2020-07-13,7.8673272132873535
2020-07-14,8.217885971069336
2020-07-15,8.042606353759766
2020-07-16,7.880810260772705
2020-07-17,8.022380828857422
2020-07-20,8.002156257629395
2020-07-21,7.860585689544678
2020-07-22,7.9617085456848145
2020-07-23,7.85384464263916
2020-07-24,7.826878070831299
2020-07-27,8.251591682434082
2020-07-28,8.292041778564453
2020-07-29,8.763947486877441
2020-07-30,8.615633010864258
2020-07-31,8.258334159851074
2020-08-03,8.777429580688477
2020-08-04,8.602149963378906
2020-08-05,8.844844818115234
2020-08-06,8.838105201721191
2020-08-07,8.730239868164062
2020-08-10,9.417871475219727
2020-08-11,9.38416576385498
2020-08-12,9.310009956359863
2020-08-13,9.229109764099121
2020-08-14,9.222369194030762
2020-08-17,9.397645950317383
2020-08-18,9.990899085998535
2020-08-19,10.038089752197266
2020-08-20,9.98415756225586
2020-08-21,9.761688232421875
