Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
JBSS3.SA,1,7,0.6183283711527734,0.599952081776918,0.7526175800782255,0.7818834499534466,2.0760789598737444,5.209758341779969,2.282489505294596,-0.12694959950551588
