Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
BEEF3.SA,3,12,0.27428552397004846,0.3460261852793328,0.8520865238589611,2.780687230726632,2.9658211212943035,-1.5187246160882344
