Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
JBSS3.SA,1,0.5012674593156383,0.43462063891872804,0.6182524955890705,0.880603811434716,0.2623252135056715,0.1185384332197183,0.34429410860442894,0.9731491774959831
