num_lstm_layers,units_lstm_0,dropout_lstm_0,num_dense_layers,learning_rate,units_dense_0,dropout_dense_0,units_dense_1,dropout_dense_1,units_lstm_1,dropout_lstm_1,units_lstm_2,dropout_lstm_2
1,64,0.2,1,0.0005,48,0.1,48,0.1,32,0.2,64,0.2
