Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
VALE3.SA,3,13,2.3145238268506394,2.818143799088293,0.7874868249472126,2.265737017215285,2.6130319992528124,0.8593099535549578
