Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
VALE3.SA,1,1.673256947917323,5.270775474024812,2.0226053446368244,0.8751745019533805,1.6194836697597745,3.87657239429051,1.9689013165444604,0.9215010880822994
