Data,Acao,Preco,Quantidade,Valor Total,Saldo Restante
2023-01-16_GGBR4.SA_Janela_4,Compra,22.63627815246582,441.7687365672646,10000.0,0.0
2023-01-17_GGBR4.SA_Janela_4,Venda,22.96280288696289,441.7687365672646,10144.248419416734,10144.248419416734
2023-01-22_GGBR4.SA_Janela_4,Compra,23.566150665283203,430.4584386096144,10144.248419416734,0.0
2023-01-26_GGBR4.SA_Janela_4,Venda,23.424184799194336,430.4584386096144,10083.138014364258,10083.138014364258
2023-01-27_GGBR4.SA_Janela_4,Compra,22.90601158142089,440.1961458249986,10083.138014364258,0.0
2023-01-30_GGBR4.SA_Janela_4,Venda,23.01248550415039,440.1961458249986,10130.007424780651,10130.007424780651
2023-02-01_GGBR4.SA_Janela_4,Compra,22.799537658691406,444.30758098811685,10130.007424780651,0.0
2023-02-07_GGBR4.SA_Janela_4,Venda,22.17489242553711,444.30758098811685,9852.472812262109,9852.472812262109
2023-02-09_GGBR4.SA_Janela_4,Compra,20.35064697265625,484.13560637655365,9852.472812262109,0.0
2023-02-13_GGBR4.SA_Janela_4,Venda,20.293859481811523,484.13560637655365,9824.979965947396,9824.979965947396
2023-02-17_GGBR4.SA_Janela_4,Compra,20.293859481811523,484.1356063765537,9824.979965947396,0.0
2023-02-27_GGBR4.SA_Janela_4,Venda,20.017032623291016,484.1356063765537,9690.958226936253,9690.958226936253
2023-03-05_GGBR4.SA_Janela_4,Compra,20.88301658630371,464.05930804518647,9690.958226936253,0.0
2023-03-14_GGBR4.SA_Janela_4,Venda,19.200733184814453,464.05930804518647,8910.278955705244,8910.278955705244
2023-03-15_GGBR4.SA_Janela_4,Compra,18.30684471130371,486.7184430861272,8910.278955705244,0.0
2023-03-21_GGBR4.SA_Janela_4,Venda,18.321144104003903,486.7184430861272,8917.238733857359,8917.238733857359
2023-03-23_GGBR4.SA_Janela_4,Compra,18.24606132507324,488.72129579020617,8917.238733857359,0.0
2023-03-24_GGBR4.SA_Janela_4,Venda,18.46381378173828,488.72129579020617,9023.658996640199,9023.658996640199
2023-03-26_GGBR4.SA_Janela_4,Compra,18.46381378173828,488.7212957902061,9023.658996640199,0.0
2023-03-27_GGBR4.SA_Janela_4,Venda,18.53138542175293,488.7212957902061,9056.682696106827,9056.682696106827
2023-03-29_GGBR4.SA_Janela_4,Compra,18.54640769958496,488.32543977287315,9056.682696106827,0.0
2023-03-30_GGBR4.SA_Janela_4,Venda,19.14710235595703,488.32543977287315,9350.017178348933,9350.017178348933
2023-04-02_GGBR4.SA_Janela_4,Compra,18.98941993713379,492.3803470197099,9350.017178348933,0.0
2023-04-03_GGBR4.SA_Janela_4,Venda,19.0720157623291,492.3803470197099,9390.68573942098,9390.68573942098
2023-04-04_GGBR4.SA_Janela_4,Compra,18.606475830078125,504.6998596177227,9390.68573942098,0.0
2023-04-10_GGBR4.SA_Janela_4,Venda,18.47882843017578,504.6998596177227,9326.2621146097,9326.2621146097
2023-04-17_GGBR4.SA_Janela_4,Compra,19.5300407409668,477.5341863494761,9326.2621146097,0.0
2023-04-28_GGBR4.SA_Janela_4,Venda,18.90682411193848,477.5341863494761,9028.654868747199,9028.654868747199
2023-05-02_GGBR4.SA_Janela_4,Compra,18.34367179870605,492.19452723658486,9028.654868747199,0.0
2023-05-05_GGBR4.SA_Janela_4,Venda,18.613985061645504,492.19452723658486,9161.701577405462,9161.701577405462
2023-05-10_GGBR4.SA_Janela_4,Compra,18.29862022399902,500.6771803149234,9161.701577405462,0.0
2023-05-15_GGBR4.SA_Janela_4,Venda,18.336162567138672,500.6771803149234,9180.498171911038,9180.498171911038
2023-05-16_GGBR4.SA_Janela_4,Compra,17.906707763671875,512.6848716733915,9180.498171911038,0.0
2023-05-17_GGBR4.SA_Janela_4,Venda,18.497209548950195,512.6848716733915,9483.239503919363,9483.239503919363
2023-05-20_GGBR4.SA_Janela_4,Compra,18.46653175354004,513.5365768995266,9483.239503919363,0.0
2023-05-22_GGBR4.SA_Janela_4,Venda,19.2410831451416,513.5365768995266,9880.999974195196,9880.999974195196
2023-05-24_GGBR4.SA_Janela_4,Compra,18.75794982910156,526.7633224429229,9880.999974195196,0.0
2023-05-26_GGBR4.SA_Janela_4,Venda,19.141387939453125,526.7633224429229,10082.981107155223,10082.981107155223
2023-05-30_GGBR4.SA_Janela_4,Compra,18.650585174560547,540.6254555974168,10082.981107155223,0.0
2023-06-02_GGBR4.SA_Janela_4,Venda,19.23341560363769,540.6254555974168,10398.074073411093,10398.074073411093
2023-06-06_GGBR4.SA_Janela_4,Compra,19.17206573486328,542.3554361438894,10398.074073411093,0.0
2023-06-07_GGBR4.SA_Janela_4,Venda,19.317771911621094,542.3554361438894,10477.098610455434,10477.098610455434
2023-06-11_GGBR4.SA_Janela_4,Compra,19.402130126953125,539.9973375037217,10477.098610455434,0.0
2023-06-14_GGBR4.SA_Janela_4,Venda,19.969627380371094,539.9973375037217,10783.545616341811,10783.545616341811
2023-06-18_GGBR4.SA_Janela_4,Compra,19.90060234069824,541.8703128542318,10783.545616341811,0.0
2023-06-19_GGBR4.SA_Janela_4,Venda,20.115333557128903,541.8703128542318,10899.902087768665,10899.902087768665
2023-06-20_GGBR4.SA_Janela_4,Compra,19.831581115722656,549.6234528232912,10899.902087768665,0.0
2023-06-26_GGBR4.SA_Janela_4,Venda,19.42513656616211,549.6234528232912,10676.51063105799,10676.51063105799
2023-06-28_GGBR4.SA_Janela_4,Compra,19.195072174072266,556.2110178194215,10676.51063105799,0.0
