Data,Acao,Preco,Preco_Executado,Quantidade,Valor_Total,Custos_Operacionais,Saldo_Restante,Valor_Bruto,Lucro_Bruto,Imposto,Valor_Liquido,Vendas_Acumuladas_Mes
2023-03-31,Compra,9.939654350280762,9.940648315715789,1005.5682167325749,9996.0,3.9999999999999996,0.0,,,,,
2023-05-19,Venda,10.010916709899902,10.009915618228913,1005.5682167325749,,4.026261199146399,10061.626736666853,10065.652997865998,65.62673666685185,0.0,10061.626736666853,10065.652997865998
2023-05-23,Compra,9.971657752990724,9.972654918766024,1008.5180092862046,10057.602085972187,4.02465069466674,0.0,,,,,
2023-05-31,Venda,10.030546188354492,10.029543133735658,1008.5180092862046,,4.045989950114082,10110.786043067024,10114.974875285207,53.32679936290581,0.1428422680675892,10110.786043067024,20180.627873151207
2023-06-01,Compra,9.95202922821045,9.95302443113327,1015.4442801361662,10106.741728649798,4.0443144172268095,0.0,,,,,
2023-06-02,Venda,10.167950630187988,10.16693383512497,1015.4442801361662,,4.1295819237602025,10319.825227476747,10323.954809400508,213.08349882694898,0.0,10319.825227476747,10323.954809400508
2023-06-23,Compra,10.00110149383545,10.002101603984833,1031.352980185283,10315.697297385757,4.127930090990699,0.0,,,,,
2023-06-27,Venda,10.26609706878662,10.265070459079741,1031.352980185283,,4.234764403913521,10579.230736138172,10586.911009783802,266.97894799413115,3.4455092417170357,10579.230736138172,20910.86581918431
2023-06-28,Compra,9.93239974975586,9.933392989730836,1064.5908255896222,10574.999043843716,4.231692294455268,0.0,,,,,
2023-06-29,Venda,10.187580108642578,10.186561350631713,1064.5908255896222,,4.3378079032753405,10800.404514318874,10844.519758188353,265.1829064413615,39.77743596620423,10800.404514318874,31755.38557737266
2023-07-04,Compra,10.05998992919922,10.06099592819214,1073.0631867428947,10796.084352513146,4.320161805727549,0.0,,,,,
2023-07-05,Venda,10.305355072021484,10.304324536514283,1073.0631867428947,,4.4228765297540065,11052.768447855264,11057.191324385018,256.68409534211776,0.0,11052.768447855264,11057.191324385018
2023-07-10,Compra,9.991288185119627,9.992287313938139,1105.687516117045,11048.34734047612,4.421107379142105,0.0,,,,,
2023-08-01,Venda,10.030546188354492,10.029543133735658,1105.687516117045,,4.435816254131577,11085.104819074812,11089.540635328944,36.75747859869129,0.0,11085.104819074812,11089.540635328944
2023-08-29,Compra,8.90999984741211,8.91089084739685,1243.497532054743,11080.670777147181,4.4340419276299246,0.0,,,,,
2023-12-31,Venda Final,7.46999979019165,7.469252790212631,1243.497532054743,,3.7151989643689634,9284.28221195804,9287.99741092241,-1796.3885651891405,0.0,9284.28221195804,0.0
