Days,MAE,MSE,RMSE,R²
5,2.8433988738349147,19.781479295406992,4.447637495952991,0.7790638360669548
5,3.369034424374884,25.834995558600447,5.082813744236597,0.7114530837265316
5,2.984526500680875,21.678670651410815,4.656035937512812,0.7578744062617244
5,3.281755166647847,27.235561629196482,5.218770126111753,0.6958103838745794
5,3.1546134233737595,25.05849902775642,5.00584648463738,0.720125646618176
5,2.987014864613492,21.521334466258,4.639109231981718,0.7596316677458224
5,3.0015994359009057,23.737065430312462,4.87206993282244,0.7348845304717134
5,2.96238068104316,22.387218202044878,4.731513309930014,0.7499607531748772
5,3.888947492660472,32.45876531052321,5.697259456135311,0.6374732655731566
5,4.110301158131155,36.51321484348431,6.0426165560528755,0.5921897701170824
