Fold,Days,Actual Price,Predicted Price,MAE,MSE,RMSE,R²
1,16,235.53067016601562,140.47719,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,231.41822814941406,140.83698,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,219.26783752441406,140.98549,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,216.46389770507812,141.22144,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,222.81948852539062,141.4297,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,219.54824829101562,141.59863,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,226.18421936035156,141.48717,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,224.50184631347656,141.24348,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,221.7913818359375,140.92715,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,223.94107055664062,140.66875,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,228.5208282470703,140.41241,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,225.06265258789062,140.10759,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,237.58688354492188,139.80843,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,238.24114990234375,139.6346,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,242.91436767578125,139.52126,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,240.67123413085938,139.53447,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,241.0450897216797,139.71152,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,244.78366088867188,139.93701,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,236.18492126464844,140.32596,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,233.0071258544922,140.95377,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,236.46533203125,141.58672,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,239.736572265625,142.05591,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,236.55877685546875,142.55331,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,241.60586547851562,142.88974,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,244.50328063964844,143.24307,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,245.25099182128906,143.64587,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,236.46533203125,144.01817,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,239.736572265625,144.2822,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,242.16665649414062,144.58287,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,238.33460998535156,144.65582,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,234.0352325439453,144.70685,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,233.10060119628906,144.64555,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,226.6515350341797,144.58487,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,232.35287475585938,144.44623,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,230.29666137695312,144.19893,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,224.78225708007812,144.06004,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,225.99728393554688,143.90765,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,229.45547485351562,143.63539,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,226.83847045898438,143.2811,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,234.782958984375,142.96326,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,237.77381896972656,142.58496,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
1,16,234.8764190673828,142.22261,18.761664920955187,1092.2813744269838,33.04968039825777,0.7777020556382666
