Days,MAE,MSE,RMSE,R²
8,1.8920383479655642,8.419624684485067,2.9016589538546853,0.9059625645383182
8,1.4515596676819116,5.09173313340734,2.256486900783459,0.9431312504536362
8,2.51400712254029,15.533159769093023,3.9412129819502297,0.8265126352423241
8,2.7911314916978727,18.931148898165116,4.350994012655627,0.7885610397071132
8,2.3870301924834836,14.949934488048202,3.8665145141390846,0.833026584804454
8,2.7798475903739215,18.20606950824129,4.266857099580591,0.7966593328886409
8,2.86714763651872,17.88472318231008,4.229033362638568,0.8002483992907303
8,1.8403030377632992,7.559416454155506,2.7494392981398055,0.915570091258501
8,2.4066027044067044,12.371342976464097,3.5172919947687165,0.8618264585350576
8,1.7562214941804963,6.293115330073917,2.508608245636197,0.9297132059319573
