Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
SUZB3.SA,2,13,2.868044088175009,3.2045640047854547,0.3526634733596947,5.973577651767363,6.072984535124154,-0.8050813542235178
