Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
BRFS3.SA,4,5,1.152462552143977,1.3973609025868692,0.6210557526946995,0.5523200048304,0.6550118360754128,0.9251323897500809
