Ticker,Janela,Num Features,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
BEEF3.SA,4,7,0.41757616390839464,0.34309514628492466,0.4954091697037158,0.7458461266745054,1.8217342302739785,4.112713976238268,2.0279827356854567,-0.1798869036173787
