Ticker,Janela,Num Features,CV Avg MAE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste RMSE,Teste R2
GGBR3.SA,3,12,0.7952408539069878,0.901742739630817,0.28987310311091086,1.4984648583343674,1.5508311400637018,-0.026150748383296785
