Ticker,Janela,CV Avg MAE,CV Avg MSE,CV Avg RMSE,CV Avg R2,Teste MAE,Teste MSE,Teste RMSE,Teste R2
SOJA3.SA,2,0.42833546071812717,0.3136467601641556,0.5241223166796701,0.3502165297808798,0.29359444951623437,0.148194575568237,0.3849604857231934,0.931742907214054
